genes	com_341	com_738	com_862	com_876	com_900	com_908	com_947	com_962	com_JB	locus_tag	ftype	bp	EC	COG	product
salA	1	1	1	1	1	1	1	1	1	HGOKLDLI_00986	CDS	1065		COG0489	Iron-sulfur cluster carrier protein
salL	1	1	1	1	1	1	1	1	1	DPNJBGPE_00746	CDS	840	2.5.1.94	COG1912	Adenosyl-chloride synthase
sapB	1	1	1	1	1	1	1	1	1	MCMEOHNO_00401	CDS	729		COG1285	Protein SapB
sarA	1	1	1	1	1	1	1	1	1	PIPEENFB_00608	CDS	375		COG1846	Transcriptional regulator SarA
sarR	1	1	1	1	1	1	1	1	1	HGOKLDLI_00885	CDS	348			HTH-type transcriptional regulator SarR
sarV	1	1	1	1	1	1	1	1	1	FAGDNHIP_02699	CDS	351			HTH-type transcriptional regulator SarV
sarX	1	1	1	1	1	1	1	1	1	FAGDNHIP_01848	CDS	357		COG1846	HTH-type transcriptional regulator SarX
sarZ	1	1	1	1	1	1	1	1	1	HGOKLDLI_00780	CDS	441			HTH-type transcriptional regulator SarZ
sat	1	1	1	1	1	1	1	1	1	HGOKLDLI_01716	CDS	1179	2.7.7.4	COG2046	Sulfate adenylyltransferase
sauU	1	1	1	1	1	1	1	1	1	MCMEOHNO_00427	CDS	1398			putative sulfoacetate transporter SauU
sbcD	1	1	1	1	1	1	1	1	1	HAJKDPKL_02648	CDS	1179		COG0420	Nuclease SbcCD subunit D
sbnA	1	1	1	1	1	1	1	1	1	HGOKLDLI_01926	CDS	981		COG0031	putative siderophore biosynthesis protein SbnA
sceD	1	1	1	1	1	1	1	1	1	BGMKIKPO_00793	CDS	726	3.2.-.-		putative transglycosylase SceD
scoA	1	1	1	1	1	1	1	1	1	AGDBFNGI_00432	CDS	789	2.8.3.5	COG1788	putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit A
scoB	1	1	1	1	1	1	1	1	1	IFGBOHMA_00039	CDS	648	2.8.3.5	COG2057	putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit B
scoF	1	1	1	1	1	1	1	1	1	DNNBHHGK_00842	CDS	204		COG1278	Cold shock protein ScoF
scpA	1	1	1	1	1	1	1	1	1	PIPEENFB_02202	CDS	735		COG1354	Segregation and condensation protein A
scpB	1	1	1	1	1	1	1	1	1	IFGBOHMA_00816	CDS	549		COG1386	Segregation and condensation protein B
scrB	1	1	1	1	1	1	1	1	1	IFGBOHMA_01944	CDS	1485	3.2.1.26	COG1621	Sucrose-6-phosphate hydrolase
scrK	1	1	1	1	1	1	1	1	1	IFGBOHMA_01945	CDS	969	2.7.1.4	COG0524	Fructokinase
sdaA	1	1	1	1	1	1	1	1	1	AGEJDLBK_01821	CDS	1479	4.3.1.17	COG1760	L-serine dehydratase
sdcS	1	1	1	1	1	1	1	1	1	FAGDNHIP_00057	CDS	1422		COG0471	Sodium-dependent dicarboxylate transporter SdcS
sdgD	1	1	1	1	1	1	1	1	1	EPECHOLL_00808	CDS	1113	1.13.11.4		Gentisate 1,2-dioxygenase
sdhA	1	1	1	1	1	1	1	1	1	FOMIDEFL_02809	CDS	1776	1.3.5.1	COG1053	Succinate dehydrogenase flavoprotein subunit
sdhB	1	1	1	1	1	1	1	1	1	FAGDNHIP_02065	CDS	666	4.3.1.17		L-serine dehydratase, beta chain
sdhC	1	1	1	1	1	1	1	1	1	MCMEOHNO_02441	CDS	378		COG2009	Succinate dehydrogenase 2 membrane subunit SdhC
sdpB	1	1	1	1	1	1	1	1	1	AGEJDLBK_02635	CDS	1110			Sporulation-delaying protein SdpB
sdpR	1	1	1	1	1	1	1	1	1	MOFHFCGN_01901	CDS	315		COG0640	Transcriptional repressor SdpR
sdrM	1	1	1	1	1	1	1	1	1	IGOCDMGC_02748	CDS	1341			Multidrug efflux pump SdrM
sdsA	1	1	1	1	1	1	1	1	1	FOMIDEFL_02236	CDS	1131	2.5.1.84		All-trans-nonaprenyl-diphosphate synthase (geranyl-diphosphate specific)
secA	1	1	1	1	1	1	1	1	1	JOIMIODL_03341	CDS	2922			Protein translocase subunit SecA
secA2	1	1	1	1	1	1	1	1	1	AGEJDLBK_00965	CDS	2262		COG0653	Protein translocase subunit SecA 2
secD	1	1	1	1	1	1	1	1	1	AGBMBALL_02964	CDS	1872		COG0342	Protein translocase subunit SecD
secDF	1	1	1	1	1	1	1	1	1	BGMKIKPO_01291	CDS	2277		COG0341	Protein translocase subunit SecDF
secE	1	1	1	1	1	1	1	1	1	LKFOIOBI_02589	CDS	180			Protein translocase subunit SecE
secF	1	1	1	1	1	1	1	1	1	LDOPIMGM_02502	CDS	1017		COG0341	Protein translocase subunit SecF
secG	1	1	1	1	1	1	1	1	1	IOFEINNK_01330	CDS	246		COG1314	putative protein-export membrane protein SecG
secY	1	1	1	1	1	1	1	1	1	IOFEINNK_02882	CDS	1302		COG0201	Protein translocase subunit SecY
selA	1	1	1	1	1	1	1	1	1	MCMEOHNO_01468	CDS	1356	2.9.1.1	COG1921	L-seryl-tRNA(Sec) selenium transferase
selB	1	1	1	1	1	1	1	1	1	AGBMBALL_01726	CDS	1791		COG3276	Selenocysteine-specific elongation factor
selD	1	1	1	1	1	1	1	1	1	AGBMBALL_01729	CDS	1026	2.7.9.3	COG0709	Selenide, water dikinase
senX3	1	1	1	1	1	1	1	1	1	IHGJPHMH_03172	CDS	1509	2.7.13.3		Signal-transduction histidine kinase senX3
sepA	1	1	1	1	1	1	1	1	1	EPECHOLL_01448	CDS	1560	3.4.24.-	COG3227	Extracellular elastase
sepF	1	1	1	1	1	1	1	1	1	AGDBFNGI_01211	CDS	492		COG1799	Cell division protein SepF
serA	1	1	1	1	1	1	1	1	1	FOMIDEFL_03029	CDS	1116	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
serB	1	1	1	1	1	1	1	1	1	JOIMIODL_03004	CDS	672	3.1.3.3	COG0560	Phosphoserine phosphatase
serC	1	1	1	1	1	1	1	1	1	FOMIDEFL_03393	CDS	1158	2.6.1.52	COG1932	Phosphoserine aminotransferase
serS	1	1	1	1	1	1	1	1	1	HAJKDPKL_00965	CDS	1263	6.1.1.11	COG0172	Serine--tRNA ligase
setA	1	1	1	1	1	1	1	1	1	NGPGJBKC_03335	CDS	1182			Sugar efflux transporter A
setC	1	1	1	1	1	1	1	1	1	HGOKLDLI_00118	CDS	1209			Sugar efflux transporter C
sgbE	1	1	1	1	1	1	1	1	1	LKFOIOBI_00014	CDS	696	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase SgbE
sglT	1	1	1	1	1	1	1	1	1	LDOPIMGM_02109	CDS	1698			Sodium/glucose cotransporter
siaM	1	1	1	1	1	1	1	1	1	AGBMBALL_02857	CDS	1284		COG1593	Sialic acid TRAP transporter large permease protein SiaM
siaP	1	1	1	1	1	1	1	1	1	LDOPIMGM_03517	CDS	1281		COG1638	Sialic acid-binding periplasmic protein SiaP
siaQ	1	1	1	1	1	1	1	1	1	DPNJBGPE_00741	CDS	624		COG3090	Sialic acid TRAP transporter small permease protein SiaQ
siaT	1	1	1	1	1	1	1	1	1	NGPGJBKC_03086	CDS	606		COG1593	Sialic acid TRAP transporter permease protein SiaT
sigA	1	1	1	1	1	1	1	1	1	LDOPIMGM_03543	CDS	177		COG0568	RNA polymerase sigma factor SigA
sigB	1	1	1	1	1	1	1	1	1	IFGBOHMA_02513	CDS	771		COG1191	RNA polymerase sigma-B factor
sigG	1	1	1	1	1	1	1	1	1	AGEJDLBK_00916	CDS	906		COG1595	ECF RNA polymerase sigma factor SigG
sigH	1	1	1	1	1	1	1	1	1	NGPGJBKC_01091	CDS	756		COG1595	ECF RNA polymerase sigma factor SigH
sigI	1	1	1	1	1	1	1	1	1	ADMANBBD_01202	CDS	1185		COG1595	putative ECF RNA polymerase sigma factor SigI
sigJ	1	1	1	1	1	1	1	1	1	MCMEOHNO_00724	CDS	915			ECF RNA polymerase sigma factor SigJ
sigK	1	1	1	1	1	1	1	1	1	MCMEOHNO_01950	CDS	633			ECF RNA polymerase sigma factor SigK
sigR	1	1	1	1	1	1	1	1	1	LDOPIMGM_02194	CDS	657		COG1595	ECF RNA polymerase sigma factor SigR
sir	1	1	1	1	1	1	1	1	1	FOMIDEFL_02590	CDS	1818	1.8.7.1	COG0155	Sulfite reductase [ferredoxin]
sirB	1	1	1	1	1	1	1	1	1	EPECHOLL_00320	CDS	753	4.99.1.4	COG2138	Sirohydrochlorin ferrochelatase
sirC	1	1	1	1	1	1	1	1	1	MOFHFCGN_02738	CDS	612	1.3.1.76	COG1648	Precorrin-2 dehydrogenase
sle1	1	1	1	1	1	1	1	1	1	IGOCDMGC_01022	CDS	900	3.5.1.28	COG1388	N-acetylmuramoyl-L-alanine amidase sle1
slmA	1	1	1	1	1	1	1	1	1	DPNJBGPE_01871	CDS	576			Nucleoid occlusion factor SlmA
slyA	1	1	1	1	1	1	1	1	1	IOFEINNK_01009	CDS	561			Transcriptional regulator SlyA
smc	1	1	1	1	1	1	1	1	1	GGCDANDK_00492	CDS	3600		COG1196	Chromosome partition protein Smc
smpB	1	1	1	1	1	1	1	1	1	IGOCDMGC_00236	CDS	465		COG0691	SsrA-binding protein
smtB	1	1	1	1	1	1	1	1	1	GGCDANDK_03094	CDS	1221	2.8.3.22	COG1804	Succinyl-CoA--L-malate CoA-transferase beta subunit
smvA	1	1	1	1	1	1	1	1	1	MCCDGJGB_01595	CDS	1224			Methyl viologen resistance protein SmvA
sodA	1	1	1	1	1	1	1	1	1	DPNJBGPE_02209	CDS	114	1.15.1.1	COG0605	Superoxide dismutase [Mn]
soj	1	1	1	1	1	1	1	1	1	DPNJBGPE_03063	CDS	924	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
sorC	1	1	1	1	1	1	1	1	1	NGPGJBKC_02149	CDS	957		COG2390	Sorbitol operon regulator
soxA	1	1	1	1	1	1	1	1	1	AGDBFNGI_02448	CDS	1404	1.5.3.1		Monomeric sarcosine oxidase
soxB	1	1	1	1	1	1	1	1	1	EBMLHIBA_02707	CDS	1218	1.5.3.1		Sarcosine oxidase subunit beta
soxC	1	1	1	1	1	1	1	1	1	JOIMIODL_03613	CDS	1296			Dibenzothiophene desulfurization enzyme C
soxD	1	1	1	1	1	1	1	1	1	GGCDANDK_02133	CDS	333	1.5.3.1		Sarcosine oxidase subunit delta
soxG	1	1	1	1	1	1	1	1	1	ADMANBBD_02495	CDS	681	1.5.3.1		Sarcosine oxidase subunit gamma
soxR	1	1	1	1	1	1	1	1	1	AGBMBALL_03205	CDS	471		COG0789	Redox-sensitive transcriptional activator SoxR
speA	1	1	1	1	1	1	1	1	1	EPECHOLL_02408	CDS	1344	4.1.1.19	COG1982	Arginine decarboxylase
speB	1	1	1	1	1	1	1	1	1	IFGBOHMA_00060	CDS	945	3.5.3.11	COG0010	Agmatinase
speE	1	1	1	1	1	1	1	1	1	MCMEOHNO_01368	CDS	849	2.5.1.16		Polyamine aminopropyltransferase
speG	1	1	1	1	1	1	1	1	1	HGOKLDLI_00589	CDS	558	2.3.1.57	COG1670	Spermidine N(1)-acetyltransferase
sphR	1	1	1	1	1	1	1	1	1	HAJKDPKL_00020	CDS	735		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein SphR
spk1	1	1	1	1	1	1	1	1	1	NGPGJBKC_02180	CDS	1254	2.7.11.1		Serine/threonine-protein kinase PK-1
spo0J	1	1	1	1	1	1	1	1	1	FAGDNHIP_00741	CDS	846		COG1475	Stage 0 sporulation protein J
spoVG	1	1	1	1	1	1	1	1	1	FAGDNHIP_00664	CDS	309		COG2088	Putative septation protein SpoVG
sppA	1	1	1	1	1	1	1	1	1	HGOKLDLI_01476	CDS	993	3.4.21.-	COG0616	Putative signal peptide peptidase SppA
spsB	1	1	1	1	1	1	1	1	1	FAGDNHIP_01534	CDS	576	3.4.21.89	COG0681	Signal peptidase IB
spuE	1	1	1	1	1	1	1	1	1	MCCDGJGB_02157	CDS	1164		COG0687	Spermidine-binding periplasmic protein SpuE
spxA	1	1	1	1	1	1	1	1	1	EPECHOLL_00743	CDS	396			Regulatory protein Spx
srfAA	1	1	1	1	1	1	1	1	1	LJFCBDKD_03412	CDS	10449		COG0318	Surfactin synthase subunit 1
srkA	1	1	1	1	1	1	1	1	1	LDOPIMGM_02749	CDS	789	2.7.11.1		Stress response kinase A
srlA	1	1	1	1	1	1	1	1	1	FAGDNHIP_02301	CDS	552		COG3730	PTS system glucitol/sorbitol-specific EIIC component
srlE	1	1	1	1	1	1	1	1	1	EPECHOLL_02273	CDS	1017	2.7.1.198	COG3732	PTS system glucitol/sorbitol-specific EIIB component
srlR	1	1	1	1	1	1	1	1	1	FOMIDEFL_02848	CDS	717		COG1349	Glucitol operon repressor
srpC	1	1	1	1	1	1	1	1	1	MCCDGJGB_01707	CDS	1299		COG2059	putative chromate transport protein
srpR	1	1	1	1	1	1	1	1	1	LJFCBDKD_01907	CDS	642			HTH-type transcriptional regulator SrpR
srrA	1	1	1	1	1	1	1	1	1	LJFCBDKD_01767	CDS	759		COG0745	Transcriptional regulatory protein SrrA
srrB	1	1	1	1	1	1	1	1	1	EPECHOLL_01101	CDS	1779	2.7.13.3		Sensor protein SrrB
ssaA2	1	1	1	1	1	1	1	1	1	PIPEENFB_00056	CDS	474		COG3942	Staphylococcal secretory antigen ssaA2
ssb	1	1	1	1	1	1	1	1	1	ADMANBBD_02186	CDS	600		COG0629	Single-stranded DNA-binding protein
ssb1	1	1	1	1	1	1	1	1	1	NGPGJBKC_01079	CDS	489		COG0629	Single-stranded DNA-binding protein 1
ssbA	1	1	1	1	1	1	1	1	1	MOFHFCGN_00230	CDS	447		COG0629	Single-stranded DNA-binding protein A
sseA	1	1	1	1	1	1	1	1	1	GGCDANDK_02836	CDS	909	2.8.1.1	COG2897	Putative thiosulfate sulfurtransferase SseA
sseB	1	1	1	1	1	1	1	1	1	HAJKDPKL_00934	CDS	852	2.8.1.1	COG2897	Putative thiosulfate sulfurtransferase SseB
ssuA	1	1	1	1	1	1	1	1	1	FOMIDEFL_00022	CDS	1026		COG0715	Putative aliphatic sulfonates-binding protein
ssuB	1	1	1	1	1	1	1	1	1	LJFCBDKD_03211	CDS	858	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
ssuC	1	1	1	1	1	1	1	1	1	AGBMBALL_01879	CDS	849		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
ssuD	1	1	1	1	1	1	1	1	1	AGBMBALL_00267	CDS	1239	1.14.14.5	COG2141	Alkanesulfonate monooxygenase
ssuE	1	1	1	1	1	1	1	1	1	BGMKIKPO_00474	CDS	540	1.5.1.38	COG0431	FMN reductase (NADPH)
stcD	1	1	1	1	1	1	1	1	1	GGCDANDK_00674	CDS	2067	1.-.-.-		putative N-methylproline demethylase
stkP	1	1	1	1	1	1	1	1	1	ADMANBBD_00575	CDS	2538	2.7.11.1	COG0515	Serine/threonine-protein kinase StkP
stp	1	1	1	1	1	1	1	1	1	BGMKIKPO_03028	CDS	744	3.1.3.16	COG0631	Serine/threonine phosphatase stp
sucC	1	1	1	1	1	1	1	1	1	IGOCDMGC_02191	CDS	1167	6.2.1.5		Succinate--CoA ligase [ADP-forming] subunit beta
sucD	1	1	1	1	1	1	1	1	1	IGOCDMGC_02192	CDS	909	6.2.1.5		Succinate--CoA ligase [ADP-forming] subunit alpha
sufC	1	1	1	1	1	1	1	1	1	AGBMBALL_03032	CDS	762		COG0396	Vegetative protein 296
sufT	1	1	1	1	1	1	1	1	1	JOIMIODL_02395	CDS	333			Fe-S protein maturation auxiliary factor SufT
sufU	1	1	1	1	1	1	1	1	1	FOMIDEFL_01549	CDS	462	2.-.-.-	COG0822	Zinc-dependent sulfurtransferase SufU
sugA	1	1	1	1	1	1	1	1	1	JOIMIODL_02207	CDS	945		COG1175	Trehalose transport system permease protein SugA
sugB	1	1	1	1	1	1	1	1	1	DNNBHHGK_03400	CDS	885		COG0395	Trehalose transport system permease protein SugB
sugC	1	1	1	1	1	1	1	1	1	AGDBFNGI_00125	CDS	1098	3.6.3.-	COG3839	Trehalose import ATP-binding protein SugC
suhB	1	1	1	1	1	1	1	1	1	DPNJBGPE_02897	CDS	897	3.1.3.25	COG0483	Inositol-1-monophosphatase
sulD	1	1	1	1	1	1	1	1	1	IOFEINNK_01963	CDS	927		COG0801	Bifunctional folate synthesis protein
sumT	1	1	1	1	1	1	1	1	1	BGMKIKPO_02496	CDS	948	2.1.1.107	COG0007	Uroporphyrinogen-III C-methyltransferase
surA	1	1	1	1	1	1	1	1	1	AGEJDLBK_02777	CDS	786	5.2.1.8		Chaperone SurA
sutR	1	1	1	1	1	1	1	1	1	LKFOIOBI_00064	CDS	549		COG1396	HTH-type transcriptional regulator SutR
swrC	1	1	1	1	1	1	1	1	1	AGEJDLBK_01643	CDS	3681		COG0841	Swarming motility protein SwrC
tadA	1	1	1	1	1	1	1	1	1	AGDBFNGI_03279	CDS	447	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
tag	1	1	1	1	1	1	1	1	1	MCCDGJGB_01926	CDS	393	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
tagG	1	1	1	1	1	1	1	1	1	ADMANBBD_02351	CDS	858		COG1682	Teichoic acid translocation permease protein TagG
tagH	1	1	1	1	1	1	1	1	1	JOIMIODL_03363	CDS	771	3.6.3.40	COG1134	Teichoic acids export ATP-binding protein TagH
tagO	1	1	1	1	1	1	1	1	1	MCCDGJGB_03104	CDS	1038	2.7.8.33	COG0472	putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase
tagT	1	1	1	1	1	1	1	1	1	FOMIDEFL_00303	CDS	1044	2.7.8.-	COG1316	Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagT
tagU	1	1	1	1	1	1	1	1	1	LKFOIOBI_00504	CDS	954	2.7.8.-	COG1316	Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
tagV	1	1	1	1	1	1	1	1	1	LJFCBDKD_00982	CDS	2403	2.7.8.-	COG1316	Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagV
tagX	1	1	1	1	1	1	1	1	1	HGOKLDLI_00089	CDS	1059	2.4.-.-		Putative glycosyltransferase TagX
tal	1	1	1	1	1	1	1	1	1	AGEJDLBK_00888	CDS	1104	2.2.1.2	COG0176	Transaldolase
tam	1	1	1	1	1	1	1	1	1	AGBMBALL_03339	CDS	600	2.1.1.144		Trans-aconitate 2-methyltransferase
tarA	1	1	1	1	1	1	1	1	1	EPECHOLL_01957	CDS	747	2.4.1.187	COG1922	N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase
tarD	1	1	1	1	1	1	1	1	1	HGOKLDLI_00090	CDS	399	2.7.7.39	COG0615	Glycerol-3-phosphate cytidylyltransferase
tarJ	1	1	1	1	1	1	1	1	1	LKFOIOBI_00278	CDS	1029	1.1.1.405	COG1063	Ribulose-5-phosphate reductase 1
tas	1	1	1	1	1	1	1	1	1	JOIMIODL_00255	CDS	963		COG0667	Protein tas
tatA	1	1	1	1	1	1	1	1	1	LJFCBDKD_02046	CDS	318			Sec-independent protein translocase protein TatA
tatB	1	1	1	1	1	1	1	1	1	LDOPIMGM_02981	CDS	333			Sec-independent protein translocase protein TatB
tatC	1	1	1	1	1	1	1	1	1	DPNJBGPE_02708	CDS	873		COG0805	Sec-independent protein translocase protein TatC
tatD	1	1	1	1	1	1	1	1	1	EBMLHIBA_02474	CDS	921	3.1.-.-	COG0084	putative metal-dependent hydrolase TatD
tcaA	1	1	1	1	1	1	1	1	1	HGOKLDLI_02260	CDS	1278		COG4640	Membrane-associated protein TcaA
tcaR	1	1	1	1	1	1	1	1	1	HGOKLDLI_00816	CDS	465			HTH-type transcriptional regulator TcaR
tcdA	1	1	1	1	1	1	1	1	1	HGOKLDLI_01394	CDS	771	6.1.-.-	COG1179	tRNA threonylcarbamoyladenosine dehydratase
tcrX	1	1	1	1	1	1	1	1	1	MCCDGJGB_01866	CDS	756		COG0745	putative transcriptional regulatory protein TcrX
tcrY	1	1	1	1	1	1	1	1	1	AGDBFNGI_03001	CDS	1446	2.7.13.3		putative sensor histidine kinase TcrY
tcyB	1	1	1	1	1	1	1	1	1	MCMEOHNO_02220	CDS	777		COG0765	L-cystine transport system permease protein TcyB
tcyC	1	1	1	1	1	1	1	1	1	LKFOIOBI_00817	CDS	723	3.6.3.-	COG1126	L-cystine import ATP-binding protein TcyC
tcyJ	1	1	1	1	1	1	1	1	1	LKFOIOBI_00525	CDS	855		COG0834	L-cystine-binding protein TcyJ
tcyL	1	1	1	1	1	1	1	1	1	BGMKIKPO_02300	CDS	684		COG0765	L-cystine transport system permease protein TcyL
tcyP	1	1	1	1	1	1	1	1	1	EPECHOLL_02644	CDS	1380		COG1823	L-cystine uptake protein TcyP
tdh	1	1	1	1	1	1	1	1	1	JOIMIODL_03302	CDS	1068	1.1.1.103	COG1063	L-threonine 3-dehydrogenase
tdk	1	1	1	1	1	1	1	1	1	LJFCBDKD_02182	CDS	612	2.7.1.21		Thymidine kinase
tenA	1	1	1	1	1	1	1	1	1	IOFEINNK_03586	CDS	732	3.5.99.2	COG0819	Aminopyrimidine aminohydrolase
tesB	1	1	1	1	1	1	1	1	1	AGDBFNGI_00056	CDS	909	3.1.2.-	COG1946	Acyl-CoA thioesterase 2
tetA	1	1	1	1	1	1	1	1	1	MOFHFCGN_02542	CDS	1260			Tetracycline resistance protein, class B
tetD	1	1	1	1	1	1	1	1	1	BGMKIKPO_02483	CDS	2103			Transposon Tn10 TetD protein
tetR	1	1	1	1	1	1	1	1	1	LDOPIMGM_03627	CDS	612			Tetracycline repressor protein class E
tgpA	1	1	1	1	1	1	1	1	1	HAJKDPKL_02640	CDS	2637	2.3.2.13	COG1305	Protein-glutamine gamma-glutamyltransferase
tgt	1	1	1	1	1	1	1	1	1	LKFOIOBI_01007	CDS	1140	2.4.2.29		Queuine tRNA-ribosyltransferase
thcA	1	1	1	1	1	1	1	1	1	MCCDGJGB_02838	CDS	1524	1.2.1.3	COG1012	EPTC-inducible aldehyde dehydrogenase
thiC	1	1	1	1	1	1	1	1	1	MCMEOHNO_00419	CDS	1779	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
thiD	1	1	1	1	1	1	1	1	1	MOFHFCGN_02620	CDS	822	2.7.1.49		Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
thiE	1	1	1	1	1	1	1	1	1	LKFOIOBI_02803	CDS	639	2.5.1.3		Thiamine-phosphate synthase
thiG	1	1	1	1	1	1	1	1	1	LKFOIOBI_00048	CDS	768	2.8.1.10	COG2022	Thiazole synthase
thiI	1	1	1	1	1	1	1	1	1	HGOKLDLI_01478	CDS	1224	2.8.1.4	COG0301	putative tRNA sulfurtransferase
thiL	1	1	1	1	1	1	1	1	1	AGDBFNGI_01731	CDS	1089	2.7.4.16	COG0611	Thiamine-monophosphate kinase
thiM	1	1	1	1	1	1	1	1	1	AGEJDLBK_01401	CDS	867	2.7.1.50	COG2145	Hydroxyethylthiazole kinase
thiN	1	1	1	1	1	1	1	1	1	IFGBOHMA_00538	CDS	636	2.7.6.2	COG1564	Thiamine pyrophosphokinase
thiO	1	1	1	1	1	1	1	1	1	LDOPIMGM_02992	CDS	1137	1.4.3.19		Glycine oxidase
thrB	1	1	1	1	1	1	1	1	1	AGBMBALL_01197	CDS	969	2.7.1.39		Homoserine kinase
thrC	1	1	1	1	1	1	1	1	1	DNNBHHGK_02819	CDS	1059	4.2.3.1	COG0498	Threonine synthase
thrS	1	1	1	1	1	1	1	1	1	MCCDGJGB_00356	CDS	2007	6.1.1.3	COG0441	Threonine--tRNA ligase
thyA	1	1	1	1	1	1	1	1	1	EPECHOLL_01150	CDS	957	2.1.1.45	COG0207	Thymidylate synthase
thyX	1	1	1	1	1	1	1	1	1	AGDBFNGI_02785	CDS	786	2.1.1.148	COG1351	Flavin-dependent thymidylate synthase
tig	1	1	1	1	1	1	1	1	1	IFGBOHMA_01849	CDS	1311	5.2.1.8		Trigger factor
tilS	1	1	1	1	1	1	1	1	1	DPNJBGPE_02860	CDS	1098	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
tipA	1	1	1	1	1	1	1	1	1	HAJKDPKL_03536	CDS	765			HTH-type transcriptional activator TipA
tkt	1	1	1	1	1	1	1	1	1	PIPEENFB_01950	CDS	1989	2.2.1.1		Transketolase
tlyA	1	1	1	1	1	1	1	1	1	GGCDANDK_01545	CDS	804	2.1.1.226		16S/23S rRNA (cytidine-2'-O)-methyltransferase TlyA
tmk	1	1	1	1	1	1	1	1	1	NGPGJBKC_01580	CDS	732	2.7.4.9		Thymidylate kinase
tmpC	1	1	1	1	1	1	1	1	1	AGBMBALL_02232	CDS	1113		COG1744	Membrane lipoprotein TmpC
topA	1	1	1	1	1	1	1	1	1	JOIMIODL_02532	CDS	2706	5.99.1.2	COG0550	DNA topoisomerase 1
topB	1	1	1	1	1	1	1	1	1	PIPEENFB_01337	CDS	2139	5.99.1.2	COG0550	DNA topoisomerase 3
tpiA	1	1	1	1	1	1	1	1	1	HAJKDPKL_00696	CDS	774	5.3.1.1	COG0149	Triosephosphate isomerase
tpx	1	1	1	1	1	1	1	1	1	IHGJPHMH_03782	CDS	501	1.11.1.15	COG2077	Thiol peroxidase
traP	1	1	1	1	1	1	1	1	1	BGMKIKPO_00092	CDS	504		COG2329	Signal transduction protein TRAP
treA	1	1	1	1	1	1	1	1	1	HGOKLDLI_01976	CDS	1635	3.2.1.93	COG0366	Trehalose-6-phosphate hydrolase
treP	1	1	1	1	1	1	1	1	1	DNNBHHGK_00717	CDS	2547	2.4.1.64		Alpha,alpha-trehalose phosphorylase
treR	1	1	1	1	1	1	1	1	1	EPECHOLL_02694	CDS	726		COG2188	HTH-type transcriptional regulator TreR
treY	1	1	1	1	1	1	1	1	1	HAJKDPKL_01359	CDS	2601	5.4.99.15		Maltooligosyl trehalose synthase
treZ	1	1	1	1	1	1	1	1	1	DPNJBGPE_01269	CDS	1857	3.2.1.141	COG0296	Malto-oligosyltrehalose trehalohydrolase
tri1	1	1	1	1	1	1	1	1	1	MCMEOHNO_03070	CDS	2145	3.4.21.-	COG0793	Tricorn protease 
trkA	1	1	1	1	1	1	1	1	1	MCCDGJGB_00430	CDS	672		COG0569	Trk system potassium uptake protein TrkA
trmB	1	1	1	1	1	1	1	1	1	IFGBOHMA_01776	CDS	645	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
trmD	1	1	1	1	1	1	1	1	1	PIPEENFB_00004	CDS	738	2.1.1.228		tRNA (guanine-N(1)-)-methyltransferase
trmFO	1	1	1	1	1	1	1	1	1	HGOKLDLI_01022	CDS	1308	2.1.1.74		Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO
trmI	1	1	1	1	1	1	1	1	1	AGBMBALL_02500	CDS	1071	2.1.1.220	COG2519	tRNA (adenine(58)-N(1))-methyltransferase TrmI
trmK	1	1	1	1	1	1	1	1	1	LKFOIOBI_01081	CDS	678	2.1.1.217	COG2384	tRNA (adenine(22)-N(1))-methyltransferase
trmL	1	1	1	1	1	1	1	1	1	ADMANBBD_03086	CDS	465	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
troA	1	1	1	1	1	1	1	1	1	IOFEINNK_01520	CDS	942		COG0803	Periplasmic zinc-binding protein TroA
trpA	1	1	1	1	1	1	1	1	1	ADMANBBD_03153	CDS	792	4.2.1.20	COG0159	Tryptophan synthase alpha chain
trpB	1	1	1	1	1	1	1	1	1	HAJKDPKL_00241	CDS	1323	4.2.1.20	COG0133	Tryptophan synthase beta chain
