"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","SEQ_341_10","SEQ_738_7","SEQ_862_5","SEQ_876_5","SEQ_900_4","SEQ_908_10","SEQ_947_12","SEQ_962_6","SEQ_BC9"
"group_3699","","hypothetical protein","1","1","1","14","2707","306","55","","311","311","311","","","","","","","","","EPECHOLL_01260"
"group_3700","","hypothetical protein","1","1","1","14","2706","306","56","","128","128","128","","","","","","","","","EPECHOLL_01261"
"group_3701","","hypothetical protein","1","1","1","14","2705","306","57","","200","200","200","","","","","","","","","EPECHOLL_01262"
"group_3702","","hypothetical protein","1","1","1","14","2704","306","58","","158","158","158","","","","","","","","","EPECHOLL_01263"
"group_3703","","hypothetical protein","1","1","1","14","2703","306","59","","1205","1205","1205","","","","","","","","","EPECHOLL_01264"
"group_3704","","hypothetical protein","1","1","1","14","2702","306","60","","1712","1712","1712","","","","","","","","","EPECHOLL_01265"
"group_3705","","hypothetical protein","1","1","1","14","2701","306","61","","305","305","305","","","","","","","","","EPECHOLL_01266"
"group_3706","","hypothetical protein","1","1","1","14","2700","306","62","","344","344","344","","","","","","","","","EPECHOLL_01267"
"group_3707","","hypothetical protein","1","1","1","14","2699","306","63","","305","305","305","","","","","","","","","EPECHOLL_01268"
"group_3708","","hypothetical protein","1","1","1","14","2698","306","64","","179","179","179","","","","","","","","","EPECHOLL_01269"
"group_3709","","hypothetical protein","1","1","1","14","2697","306","65","","383","383","383","","","","","","","","","EPECHOLL_01270"
"group_3710","","hypothetical protein","1","1","1","14","2696","306","66","","4883","4883","4883","","","","","","","","","EPECHOLL_01271"
"group_3711","","hypothetical protein","1","1","1","14","2695","306","67","","1484","1484","1484","","","","","","","","","EPECHOLL_01272"
"yqbO_1","","putative protein YqbO","1","1","1","14","2694","306","68","","5066","5066","5066","","","","","","","","","EPECHOLL_01273"
"group_3713","","hypothetical protein","1","1","1","14","2693","306","69","","320","320","320","","","","","","","","","EPECHOLL_01274"
"group_3714","","hypothetical protein","1","1","1","14","2692","306","70","","512","512","512","","","","","","","","","EPECHOLL_01275"
"cgkA_1","","Kappa-carrageenase","1","1","1","14","2691","306","71","","947","947","947","","","","","","","","","EPECHOLL_01276"
"group_3716","","hypothetical protein","1","1","1","14","2690","306","72","","410","410","410","","","","","","","","","EPECHOLL_01277"
"group_3717","","hypothetical protein","1","1","1","14","2689","306","73","","479","479","479","","","","","","","","","EPECHOLL_01278"
"group_3718","","hypothetical protein","1","1","1","14","2688","306","74","","344","344","344","","","","","","","","","EPECHOLL_01279"
"group_3719","","hypothetical protein","1","1","1","14","2687","306","75","","380","380","380","","","","","","","","","EPECHOLL_01280"
"group_3720","","hypothetical protein","1","1","1","14","2686","306","76","","287","287","287","","","","","","","","","EPECHOLL_01281"
"group_3721","","hypothetical protein","1","1","1","14","2685","306","77","","1094","1094","1094","","","","","","","","","EPECHOLL_01282"
"group_3722","","hypothetical protein","1","1","1","14","2684","306","78","","368","368","368","","","","","","","","","EPECHOLL_01283"
"group_3723","","hypothetical protein","1","1","1","14","2683","306","49","","650","650","650","","","","","","","","","EPECHOLL_01284"
"group_3724","","hypothetical protein","1","1","1","14","2682","306","48","","254","254","254","","","","","","","","","EPECHOLL_01285"
"group_3725","","hypothetical protein","1","1","1","14","2681","306","47","","1886","1886","1886","","","","","","","","","EPECHOLL_01286"
"group_3726","","hypothetical protein","1","1","1","14","2680","306","46","","1709","1709","1709","","","","","","","","","EPECHOLL_01287"
"group_3727","","hypothetical protein","1","1","1","14","2679","306","45","","1394","1394","1394","","","","","","","","","EPECHOLL_01288"
"group_3728","","hypothetical protein","1","1","1","14","2678","306","44","","464","464","464","","","","","","","","","EPECHOLL_01289"
"group_3729","","hypothetical protein","1","1","1","14","2677","306","43","","419","419","419","","","","","","","","","EPECHOLL_01290"
"recU_2","","Holliday junction resolvase RecU","1","1","1","14","2676","306","42","","482","482","482","","","","","","","","","EPECHOLL_01291"
"group_3731","","hypothetical protein","1","1","1","14","2713","306","41","","242","242","242","","","","","","","","","EPECHOLL_01292"
"group_3732","","hypothetical protein","1","1","1","14","2714","306","40","","167","167","167","","","","","","","","","EPECHOLL_01293"
"group_3733","","hypothetical protein","1","1","1","14","2715","306","39","","215","215","215","","","","","","","","","EPECHOLL_01294"
"group_3734","","hypothetical protein","1","1","1","14","2716","306","38","","134","134","134","","","","","","","","","EPECHOLL_01295"
"group_3735","","hypothetical protein","1","1","1","14","2717","306","37","","458","458","458","","","","","","","","","EPECHOLL_01296"
"group_3736","","hypothetical protein","1","1","1","14","2718","306","36","","608","608","608","","","","","","","","","EPECHOLL_01297"
"group_3737","","hypothetical protein","1","1","1","14","2719","306","35","","290","290","290","","","","","","","","","EPECHOLL_01298"
"group_3738","","hypothetical protein","1","1","1","14","2720","306","34","","197","197","197","","","","","","","","","EPECHOLL_01299"
"group_3739","","hypothetical protein","1","1","1","14","2721","306","33","","212","212","212","","","","","","","","","EPECHOLL_01300"
"group_3740","","hypothetical protein","1","1","1","14","2722","306","32","","512","512","512","","","","","","","","","EPECHOLL_01301"
"group_3741","","hypothetical protein","1","1","1","14","2723","306","31","","263","263","263","","","","","","","","","EPECHOLL_01302"
"group_3742","","hypothetical protein","1","1","1","14","2724","306","30","","191","191","191","","","","","","","","","EPECHOLL_01303"
"group_3743","dut","Deoxyuridine 5'-triphosphate nucleotidohydrolase","1","1","1","14","2725","306","29","","737","737","737","","","","","","","","","EPECHOLL_01304"
"group_3744","","hypothetical protein","1","1","1","14","2726","306","28","","212","212","212","","","","","","","","","EPECHOLL_01305"
"group_3745","","hypothetical protein","1","1","1","14","2727","306","27","","257","257","257","","","","","","","","","EPECHOLL_01306"
"group_3746","","hypothetical protein","1","1","1","14","2728","306","26","","227","227","227","","","","","","","","","EPECHOLL_01307"
"group_3747","","hypothetical protein","1","1","1","14","2729","306","25","","251","251","251","","","","","","","","","EPECHOLL_01308"
"group_3748","","hypothetical protein","1","1","1","14","2730","306","24","","206","206","206","","","","","","","","","EPECHOLL_01309"
"group_3749","","hypothetical protein","1","1","1","14","2731","306","23","","218","218","218","","","","","","","","","EPECHOLL_01310"
"ifcA_1","","Fumarate reductase flavoprotein subunit","1","1","1","14","1288","2","292","","323","323","323","","","","","","MOFHFCGN_00610","","",""
"group_3750","","hypothetical protein","1","1","1","14","2732","306","22","","392","392","392","","","","","","","","","EPECHOLL_01311"
"group_3751","","hypothetical protein","1","1","1","14","2733","306","21","","491","491","491","","","","","","","","","EPECHOLL_01312"
"group_3752","ssb","Single-stranded DNA-binding protein","1","1","1","14","2734","306","20","","503","503","503","","","","","","","","","EPECHOLL_01313"
"group_3753","","hypothetical protein","1","1","1","14","2735","306","19","","389","389","389","","","","","","","","","EPECHOLL_01314"
"group_3754","","hypothetical protein","1","1","1","14","2736","306","18","","740","740","740","","","","","","","","","EPECHOLL_01315"
"group_3755","","hypothetical protein","1","1","1","14","2737","306","17","","242","242","242","","","","","","","","","EPECHOLL_01316"
"group_3756","dnaC_1","DNA replication protein DnaC","1","1","1","14","2738","306","16","","785","785","785","","","","","","","","","EPECHOLL_01317"
"group_3757","","hypothetical protein","1","1","1","14","2739","306","15","","890","890","890","","","","","","","","","EPECHOLL_01318"
"group_3758","","hypothetical protein","1","1","1","14","2740","306","14","","245","245","245","","","","","","","","","EPECHOLL_01319"
"group_3759","","hypothetical protein","1","1","1","14","2741","306","13","","251","251","251","","","","","","","","","EPECHOLL_01320"
"recT","","Protein RecT","1","1","1","14","2742","306","12","","815","815","815","","","","","","","","","EPECHOLL_01321"
"group_3761","","hypothetical protein","1","1","1","14","2743","306","11","","335","335","335","","","","","","","","","EPECHOLL_01322"
"group_3762","","hypothetical protein","1","1","1","14","2744","306","10","","971","971","971","","","","","","","","","EPECHOLL_01323"
"group_3763","","hypothetical protein","1","1","1","14","2745","306","9","","266","266","266","","","","","","","","","EPECHOLL_01324"
"group_3764","","hypothetical protein","1","1","1","14","2746","306","8","","140","140","140","","","","","","","","","EPECHOLL_01325"
"group_3765","","hypothetical protein","1","1","1","14","2747","306","7","","194","194","194","","","","","","","","","EPECHOLL_01326"
"group_3766","","hypothetical protein","1","1","1","14","2748","306","6","","230","230","230","","","","","","","","","EPECHOLL_01327"
"group_3767","","hypothetical protein","1","1","1","14","2749","306","5","","218","218","218","","","","","","","","","EPECHOLL_01328"
"rghR","","HTH-type transcriptional repressor RghR","1","1","1","14","2750","306","4","","389","389","389","","","","","","","","","EPECHOLL_01329"
"group_3769","","hypothetical protein","1","1","1","14","2751","306","3","","356","356","356","","","","","","","","","EPECHOLL_01330"
"group_377","xerC_3","Tyrosine recombinase XerC","1","1","1","37","1","637","1","Investigate","926","926","926","","","","","","","","PIPEENFB_02903",""
"group_3770","","hypothetical protein","1","1","1","14","2752","306","2","","464","464","464","","","","","","","","","EPECHOLL_01331"
"group_3771","","Putative prophage phiRv2 integrase","1","1","1","14","2753","306","1","","1085","1085","1085","","","","","","","","","EPECHOLL_01332"
"group_3772","","hypothetical protein","1","1","1","14","2754","380","1","","233","233","233","","","","","","","","","EPECHOLL_01336"
"group_3773","nucH","Thermonuclease","1","1","1","14","2755","378","2","","530","530","530","","","","","","","","","EPECHOLL_01353"
"group_3774","","hypothetical protein","1","1","1","14","2756","378","1","","191","191","191","","","","","","","","","EPECHOLL_01354"
"group_3775","","hypothetical protein","1","1","1","14","2757","416","1","","752","752","752","","","","","","","","","EPECHOLL_01356"
"group_3776","","hypothetical protein","1","1","1","14","2784","442","1","","503","503","503","","","","","","","","","EPECHOLL_01366"
"group_3777","trxB_2","Thioredoxin reductase","1","1","1","14","2764","450","1","","893","893","893","","","","","","","","","EPECHOLL_01378"
"group_3778","","hypothetical protein","1","1","1","14","2759","478","1","","635","635","635","","","","","","","","","EPECHOLL_01380"
"group_3779","","hypothetical protein","1","1","1","14","2455","483","1","","200","200","200","","","","","","","","","EPECHOLL_01385"
"group_3780","truB","tRNA pseudouridine synthase B","1","1","1","14","2454","475","1","","917","917","917","","","","","","","","","EPECHOLL_01401"
"group_3781","","hypothetical protein","1","1","1","14","2453","497","1","","872","872","872","","","","","","","","","EPECHOLL_01403"
"group_3782","rnhB","Ribonuclease HII","1","1","1","14","2503","526","1","","770","770","770","","","","","","","","","EPECHOLL_01428"
"group_3783","","hypothetical protein","1","1","1","14","2502","407","1","","2597","2597","2597","","","","","","","","","EPECHOLL_01430"
"group_3784","rpsP","30S ribosomal protein S16","1","1","1","14","2510","388","1","","266","266","266","","","","","","","","","EPECHOLL_01435"
"group_3785","","hypothetical protein","1","1","1","14","2540","505","1","","692","692","692","","","","","","","","","EPECHOLL_01464"
"group_3786","","hypothetical protein","1","1","1","14","3301","1","11","","1226","1226","1226","","","","","","","","","EPECHOLL_01466"
"group_3787","","hypothetical protein","1","1","1","14","2630","1","130","","152","152","152","","","","","","","","","EPECHOLL_01470"
"group_3788","","hypothetical protein","1","1","1","14","2629","1","129","","401","401","401","","","","","","","","","EPECHOLL_01471"
"group_3789","","hypothetical protein","1","1","1","14","2628","1","128","","1511","1511","1511","","","","","","","","","EPECHOLL_01472"
"group_3790","","hypothetical protein","1","1","1","14","2627","1","127","","2615","2615","2615","","","","","","","","","EPECHOLL_01473"
"group_3791","","hypothetical protein","1","1","1","14","2626","1","126","","539","539","539","","","","","","","","","EPECHOLL_01474"
"group_3792","","hypothetical protein","1","1","1","14","2625","1","125","","1586","1586","1586","","","","","","","","","EPECHOLL_01475"
"group_3793","","hypothetical protein","1","1","1","14","2594","1","113","","968","968","968","","","","","","","","","EPECHOLL_01478"
"cgkA_2","","Kappa-carrageenase","1","1","1","14","2620","1","106","","518","518","518","","","","","","","","","EPECHOLL_01482"
"group_3795","","hypothetical protein","1","1","1","14","2605","1","90","","389","389","389","","","","","","","","","EPECHOLL_01485"
"group_3796","","hypothetical protein","1","1","1","14","2606","1","95","","287","287","287","","","","","","","","","EPECHOLL_01487"
"group_3797","","hypothetical protein","1","1","1","14","2078","1","229","","230","230","230","","","","","","","","","EPECHOLL_01496"
"group_3798","","hypothetical protein","1","1","1","14","2080","1","228","","257","257","257","","","","","","","","","EPECHOLL_01498"
"group_3799","","hypothetical protein","1","1","1","14","2079","1","248","","530","530","530","","","","","","","","","EPECHOLL_01499"
"group_38","bin3_2","Putative transposon Tn552 DNA-invertase bin3","1","1","1","14","4063","2","389","","602","602","602","","","","","","","","","EPECHOLL_01778"
"group_3800","","hypothetical protein","1","1","1","14","2165","1","246","","278","278","278","","","","","","","","","EPECHOLL_01502"
"group_3801","","hypothetical protein","1","1","1","14","2166","1","245","","395","395","395","","","","","","","","","EPECHOLL_01503"
"group_3802","","hypothetical protein","1","1","1","14","2167","1","244","","191","191","191","","","","","","","","","EPECHOLL_01504"
"group_3803","","hypothetical protein","1","1","1","14","2168","1","214","","188","188","188","","","","","","","","","EPECHOLL_01505"
"group_3804","","hypothetical protein","1","1","1","14","2169","1","215","","281","281","281","","","","","","","","","EPECHOLL_01506"
"group_3805","","hypothetical protein","1","1","1","14","2077","1","220","","575","575","575","","","","","","","","","EPECHOLL_01509"
"group_3806","","hypothetical protein","1","1","1","14","2076","1","221","","155","155","155","","","","","","","","","EPECHOLL_01510"
"group_3807","","hypothetical protein","1","1","1","14","2210","1","285","","161","161","161","","","","","","","","","EPECHOLL_01515"
"group_3808","","hypothetical protein","1","1","1","14","3790","1","752","","719","719","719","","","","","","","","","EPECHOLL_01517"
"group_3809","","hypothetical protein","1","1","1","14","3794","1","195","","251","251","251","","","","","","","","","EPECHOLL_01518"
"group_3810","","hypothetical protein","1","1","1","14","3796","1","757","","551","551","551","","","","","","","","","EPECHOLL_01520"
"group_3811","","hypothetical protein","1","1","1","14","3803","1","770","","485","485","485","","","","","","","","","EPECHOLL_01523"
"group_3812","","hypothetical protein","1","1","1","14","3802","1","769","","266","266","266","","","","","","","","","EPECHOLL_01524"
"group_3813","","hypothetical protein","1","1","1","14","3801","1","768","","185","185","185","","","","","","","","","EPECHOLL_01525"
"group_3814","","hypothetical protein","1","1","1","14","3800","1","767","","257","257","257","","","","","","","","","EPECHOLL_01526"
"group_3815","","hypothetical protein","1","1","1","14","3799","1","766","","212","212","212","","","","","","","","","EPECHOLL_01527"
"group_3816","","hypothetical protein","1","1","1","14","3798","1","765","","155","155","155","","","","","","","","","EPECHOLL_01528"
"group_3817","","hypothetical protein","1","1","1","14","2444","1","764","","755","755","755","","","","","","","","","EPECHOLL_01529"
"group_3818","","hypothetical protein","1","1","1","14","2445","1","763","","200","200","200","","","","","","","","","EPECHOLL_01530"
"group_3819","","hypothetical protein","1","1","1","14","2446","1","762","","299","299","299","","","","","","","","","EPECHOLL_01531"
"group_3820","","hypothetical protein","1","1","1","14","2447","1","761","","482","482","482","","","","","","","","","EPECHOLL_01532"
"group_3821","","hypothetical protein","1","1","1","14","2448","1","760","","662","662","662","","","","","","","","","EPECHOLL_01533"
"group_3822","xerD_2","Tyrosine recombinase XerD","1","1","1","14","2449","1","759","","1205","1205","1205","","","","","","","","","EPECHOLL_01534"
"group_3823","","hypothetical protein","1","1","1","14","2443","538","1","","185","185","185","","","","","","","","","EPECHOLL_01542"
"group_3824","pyrF","Orotidine 5'-phosphate decarboxylase","1","1","1","14","3311","529","1","","701","701","701","","","","","","","","","EPECHOLL_01544"
"speG_2","","Spermidine N(1)-acetyltransferase","1","1","1","14","2442","1","304","","557","557","557","","","","","","","","","EPECHOLL_01577"
"epsJ_2","","putative glycosyltransferase EpsJ","1","1","1","14","2441","1","305","","1874","1874","1874","","","","","","","","","EPECHOLL_01578"
"group_3827","glpQ_3","Glycerophosphodiester phosphodiesterase","1","1","1","14","2440","1","306","","833","833","833","","","","","","","","","EPECHOLL_01579"
"group_3828","fabG_3","3-oxoacyl-[acyl-carrier-protein] reductase FabG","1","1","1","14","2439","1","307","","740","740","740","","","","","","","","","EPECHOLL_01580"
"group_3829","","hypothetical protein","1","1","1","14","2438","1","308","","194","194","194","","","","","","","","","EPECHOLL_01581"
"group_3830","","hypothetical protein","1","1","1","14","3372","396","1","","941","941","941","","","","","","","","","EPECHOLL_01600"
"group_3831","","hypothetical protein","1","1","1","14","2431","308","1","","515","515","515","","","","","","","","","EPECHOLL_01624"
"group_3832","","hypothetical protein","1","1","1","14","2432","308","2","","1226","1226","1226","","","","","","","","","EPECHOLL_01625"
"group_3833","potD","Spermidine/putrescine-binding periplasmic protein","1","1","1","14","2433","308","7","","1073","1073","1073","","","","","","","","","EPECHOLL_01626"
"group_3834","ydcV","Inner membrane ABC transporter permease protein YdcV","1","1","1","14","2434","308","6","","809","809","809","","","","","","","","","EPECHOLL_01627"
"group_3835","potB","Spermidine/putrescine transport system permease protein PotB","1","1","1","14","2435","308","5","","803","803","803","","","","","","","","","EPECHOLL_01628"
"group_3836","potA","Spermidine/putrescine import ATP-binding protein PotA","1","1","1","14","2436","308","4","","1100","1100","1100","","","","","","","","","EPECHOLL_01629"
"group_3837","","hypothetical protein","1","1","1","14","2437","308","3","","239","239","239","","","","","","","","","EPECHOLL_01630"
"group_3838","","hypothetical protein","1","1","1","14","3417","473","1","","230","230","230","","","","","","","","","EPECHOLL_01644"
"fmtA","","Protein FmtA","1","1","1","14","3447","400","1","","1148","1148","1148","","","","","","","","","EPECHOLL_01672"
"group_3840","","Acetyltransferase","1","1","1","14","3453","","","","422","422","422","","","","","","","","","EPECHOLL_01676"
"group_3841","","hypothetical protein","1","1","1","15","6","565","1","","95","95","95","","","","","","","","","EPECHOLL_01685"
"group_3842","","hypothetical protein","1","1","1","15","106","462","1","","359","359","359","","","","","","","","","EPECHOLL_01688"
"group_3843","","hypothetical protein","1","1","1","15","78","410","1","","368","368","368","","","","","","","","","EPECHOLL_01714"
"group_3844","prmC","Release factor glutamine methyltransferase","1","1","1","15","67","21","6","","836","836","836","","","","","","","","","EPECHOLL_01726"
"group_3845","ywlC","Threonylcarbamoyl-AMP synthase","1","1","1","15","8","21","7","","1043","1043","1043","","","","","","","","","EPECHOLL_01727"
"group_3846","ptpB","Low molecular weight protein-tyrosine-phosphatase PtpB","1","1","1","15","9","21","8","","422","422","422","","","","","","","","","EPECHOLL_01728"
"group_3847","thiM","Hydroxyethylthiazole kinase","1","1","1","15","10","531","1","","794","794","794","","","","","","","","","EPECHOLL_01750"
"group_3848","","hypothetical protein","1","1","1","15","33","523","1","","221","221","221","","","","","","","","","EPECHOLL_01756"
"group_3849","murF_1","UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase","1","1","1","15","11","421","1","","1355","1355","1355","","","","","","","","","EPECHOLL_01760"
"group_3850","","hypothetical protein","1","1","1","15","12","320","1","","479","479","479","","","","","","","","","EPECHOLL_01762"
"group_3851","","hypothetical protein","1","1","1","15","23","320","2","","1505","1505","1505","","","","","","","","","EPECHOLL_01763"
"group_3852","","hypothetical protein","1","1","1","15","24","320","3","","539","539","539","","","","","","","","","EPECHOLL_01764"
"group_3853","","Protein SprT-like protein","1","1","1","15","14","","","","455","455","455","","","","","","","","","EPECHOLL_01774"
"adhR_1","","HTH-type transcriptional regulator AdhR","1","1","1","14","4058","2","122","","395","395","395","","","","","","","","","EPECHOLL_01782"
"group_3855","","hypothetical protein","1","1","1","14","4252","2","88","","677","677","677","","","","","","","","","EPECHOLL_01788"
"group_3856","","hypothetical protein","1","1","1","14","4251","2","89","","1340","1340","1340","","","","","","","","","EPECHOLL_01789"
"group_3857","","hypothetical protein","1","1","1","14","4250","2","90","","812","812","812","","","","","","","","","EPECHOLL_01790"
"group_3858","","hypothetical protein","1","1","1","14","4175","2","92","","989","989","989","","","","","","","","","EPECHOLL_01793"
"group_3859","sfp","4'-phosphopantetheinyl transferase Sfp","1","1","1","14","1310","415","1","","665","665","665","","","","","","","","","EPECHOLL_01797"
"bcrC","","Undecaprenyl-diphosphatase BcrC","1","1","1","14","1494","323","1","","506","506","506","","","","","","","","","EPECHOLL_01799"
"hmp_1","","Flavohemoprotein","1","1","1","14","1493","323","2","","704","704","704","","","","","","","","","EPECHOLL_01800"
"zntR_1","","HTH-type transcriptional regulator ZntR","1","1","1","14","1492","323","3","","731","731","731","","","","","","","","","EPECHOLL_01801"
"group_3863","ydhK","putative protein YdhK","1","1","1","14","1501","479","1","","545","545","545","","","","","","","","","EPECHOLL_01803"
"group_3864","","hypothetical protein","1","1","1","14","1503","419","1","","485","485","485","","","","","","","","","EPECHOLL_01806"
"group_3865","ydhP_1","Inner membrane transport protein YdhP","1","1","1","14","1308","511","1","","1181","1181","1181","","","","","","","","","EPECHOLL_01808"
"group_3866","","hypothetical protein","1","1","1","14","1307","386","1","","632","632","632","","","","","","","","","EPECHOLL_01815"
"group_3867","","hypothetical protein","1","1","1","14","1306","470","1","","218","218","218","","","","","","","","","EPECHOLL_01818"
"group_3868","ucpA","Oxidoreductase UcpA","1","1","1","14","1518","356","2","","755","755","755","","","","","","","","","EPECHOLL_01820"
"group_3869","mprA","Transcriptional repressor MprA","1","1","1","14","1517","356","1","","434","434","434","","","","","","","","","EPECHOLL_01821"
"group_3870","","hypothetical protein","1","1","1","14","1305","550","1","","326","326","326","","","","","","","","","EPECHOLL_01823"
"group_3871","","hypothetical protein","1","1","1","14","1527","394","1","","1589","1589","1589","","","","","","","","","EPECHOLL_01826"
"group_3872","yflT_1","General stress protein 17M","1","1","1","14","1303","401","1","","332","332","332","","","","","","","","","EPECHOLL_01828"
"group_3873","","hypothetical protein","1","1","1","14","1302","556","1","","566","566","566","","","","","","","","","EPECHOLL_01831"
"cmoM","","tRNA 5-carboxymethoxyuridine methyltransferase","1","1","1","14","1533","502","1","","602","602","602","","","","","","","","","EPECHOLL_01833"
"group_3875","","hypothetical protein","1","1","1","14","1299","554","1","","200","200","200","","","","","","","","","EPECHOLL_01835"
"group_3876","nfdA","N-substituted formamide deformylase","1","1","1","14","1298","516","1","","1604","1604","1604","","","","","","","","","EPECHOLL_01846"
"group_3877","cysJ_2","Sulfite reductase [NADPH] flavoprotein alpha-component","1","1","1","14","1555","427","1","","1823","1823","1823","","","","","","","","","EPECHOLL_01855"
"group_3878","acdA","Acyl-CoA dehydrogenase","1","1","1","14","1297","391","1","","1208","1208","1208","","","","","","","","","EPECHOLL_01858"
"fhuD_4","","Iron(3+)-hydroxamate-binding protein FhuD","1","1","1","14","1566","2","347","","902","902","902","","","","","","","","","EPECHOLL_01862"
"group_388","","hypothetical protein","1","1","1","14","1127","1","603","","698","698","698","","","","","","","","PIPEENFB_01145",""
"group_3880","","hypothetical protein","1","1","1","14","1567","2","348","","155","155","155","","","","","","","","","EPECHOLL_01863"
"group_3881","","hypothetical protein","1","1","1","14","1568","2","349","","332","332","332","","","","","","","","","EPECHOLL_01864"
"group_3882","","hypothetical protein","1","1","1","14","1571","2","352","","620","620","620","","","","","","","","","EPECHOLL_01867"
"macB","","Macrolide export ATP-binding/permease protein MacB","1","1","1","14","1573","2","344","","1175","1175","1175","","","","","","","","","EPECHOLL_01871"
"yknY","","putative ABC transporter ATP-binding protein YknY","1","1","1","14","1572","2","343","","680","680","680","","","","","","","","","EPECHOLL_01872"
"group_3885","","hypothetical protein","1","1","1","14","1574","2","342","","1112","1112","1112","","","","","","","","","EPECHOLL_01873"
"group_3886","","hypothetical protein","1","1","1","14","1575","2","341","","611","611","611","","","","","","","","","EPECHOLL_01874"
"group_3887","","hypothetical protein","1","1","1","14","4271","2","334","","167","167","167","","","","","","","","","EPECHOLL_01876"
"group_3888","","hypothetical protein","1","1","1","14","4270","2","333","","170","170","170","","","","","","","","","EPECHOLL_01877"
"group_3889","","hypothetical protein","1","1","1","14","4269","2","332","","224","224","224","","","","","","","","","EPECHOLL_01878"
"group_3890","lagD","Lactococcin-G-processing and transport ATP-binding protein LagD","1","1","1","14","4268","2","331","","2150","2150","2150","","","","","","","","","EPECHOLL_01879"
"group_3891","","hypothetical protein","1","1","1","14","4267","2","330","","1103","1103","1103","","","","","","","","","EPECHOLL_01880"
"group_3892","yidC_2","Membrane protein insertase YidC","1","1","1","14","4266","2","329","","854","854","854","","","","","","","","","EPECHOLL_01881"
"group_3893","","hypothetical protein","1","1","1","14","1957","539","1","","128","128","128","","","","","","","","","EPECHOLL_01890"
"group_3894","yhfT","putative acyl--CoA ligase YhfT","1","1","1","14","4041","518","1","","1361","1361","1361","","","","","","","","","EPECHOLL_01892"
"group_3895","","hypothetical protein","1","1","1","14","4040","331","2","","362","362","362","","","","","","","","","EPECHOLL_01894"
"group_3896","","hypothetical protein","1","1","1","14","1958","331","1","","263","263","263","","","","","","","","","EPECHOLL_01895"
"emrY_2","","putative multidrug resistance protein EmrY","1","1","1","14","1960","369","2","","1430","1430","1430","","","","","","","","","EPECHOLL_01900"
"group_3898","","hypothetical protein","1","1","1","14","1959","369","1","","542","542","542","","","","","","","","","EPECHOLL_01901"
"group_3899","","hypothetical protein","1","1","1","14","1961","542","1","","389","389","389","","","","","","","","","EPECHOLL_01903"
"group_3900","pdg","Ultraviolet N-glycosylase/AP lyase","1","1","1","14","1965","324","3","","650","650","650","","","","","","","","","EPECHOLL_01928"
"group_3901","tipA","HTH-type transcriptional activator TipA","1","1","1","14","1964","324","2","","296","296","296","","","","","","","","","EPECHOLL_01929"
"group_3902","btuF","Vitamin B12-binding protein","1","1","1","14","1963","324","1","","884","884","884","","","","","","","","","EPECHOLL_01930"
"group_3903","","putative protein","1","1","1","14","3999","560","1","","803","803","803","","","","","","","","","EPECHOLL_01933"
"group_3904","pip","Proline iminopeptidase","1","1","1","14","1966","527","1","","812","812","812","","","","","","","","","EPECHOLL_01936"
"group_3905","","hypothetical protein","1","1","1","14","1967","546","1","","938","938","938","","","","","","","","","EPECHOLL_01938"
"group_3906","","hypothetical protein","1","1","1","14","1969","360","2","","221","221","221","","","","","","","","","EPECHOLL_01941"
"group_3907","","hypothetical protein","1","1","1","14","1968","360","1","","206","206","206","","","","","","","","","EPECHOLL_01942"
"group_3908","tarB","Teichoic acid glycerol-phosphate primase","1","1","1","14","3971","489","1","","1091","1091","1091","","","","","","","","","EPECHOLL_01960"
"group_3909","","hypothetical protein","1","1","1","14","3946","404","1","","500","500","500","","","","","","","","","EPECHOLL_01986"
"group_391","","hypothetical protein","1","1","1","14","3811","1","774","","131","131","131","","","","IGOCDMGC_01001","","","","",""
"group_3910","","hypothetical protein","1","1","1","14","1970","528","1","","470","470","470","","","","","","","","","EPECHOLL_01994"
"group_3911","norG","HTH-type transcriptional regulator NorG","1","1","1","14","3929","330","2","","1430","1430","1430","","","","","","","","","EPECHOLL_01998"
"group_3912","argO","Arginine exporter protein ArgO","1","1","1","14","3930","330","1","","617","617","617","","","","","","","","","EPECHOLL_01999"
"group_3913","yciC_1","Putative metal chaperone YciC","1","1","1","14","1971","494","1","","926","926","926","","","","","","","","","EPECHOLL_02007"
"group_3914","","hypothetical protein","1","1","1","14","3918","496","1","","299","299","299","","","","","","","","","EPECHOLL_02009"
"group_3915","","hypothetical protein","1","1","1","14","1973","366","2","","164","164","164","","","","","","","","","EPECHOLL_02012"
"group_3916","","hypothetical protein","1","1","1","14","1972","366","1","","275","275","275","","","","","","","","","EPECHOLL_02013"
"group_3917","","hypothetical protein","1","1","1","14","3910","541","1","","740","740","740","","","","","","","","","EPECHOLL_02017"
"group_3918","pabA_2","Aminodeoxychorismate/anthranilate synthase component 2","1","1","1","14","3894","389","1","","593","593","593","","","","","","","","","EPECHOLL_02032"
"group_3919","","hypothetical protein","1","1","1","14","1975","365","1","","608","608","608","","","","","","","","","EPECHOLL_02034"
"group_3920","","hypothetical protein","1","1","1","14","1976","365","2","","203","203","203","","","","","","","","","EPECHOLL_02035"
