"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","Brevi_341_13.fa","Brevi_738_8.fa","Brevi_862_7.fa","Brevi_876_7.fa","Brevi_900_6.fa","Brevi_908_7.fa","Brevi_947_7.fa","Brevi_962_8.fa","Brevi_JB5.fa"
"group_5504","hin_4","DNA-invertase hin","2","2","1","56","4394","285","81","","575","575","575","","","","","","","IOFEINNK_03084","AGDBFNGI_03548",""
"group_5523","catD_2","3-oxoadipate enol-lactonase 2","2","2","1","56","6295","549","1","","767","767","767","","","","","","","IOFEINNK_03196","AGDBFNGI_00241",""
"prmB_1","","Propane 2-monooxygenase, reductase component","2","2","1","56","4626","1","1089","","518","1511","1014","","","GGCDANDK_02935","IHGJPHMH_00254","","","","",""
"group_5575","","hypothetical protein","2","2","1","56","5856","529","1","","1307","1307","1307","","","","","","","IOFEINNK_03709","AGDBFNGI_03608",""
"group_562","","hypothetical protein","2","2","1","56","1681","5","29","","398","1469","933","","","GGCDANDK_00807","","LDOPIMGM_00839","","","",""
"group_5649","","hypothetical protein","2","2","1","56","6351","11","18","","563","563","563","","","","","","","","AGDBFNGI_00282","ADMANBBD_02146"
"group_5660","","hypothetical protein","2","2","1","56","7163","78","1","","518","518","518","","","","","","","","AGDBFNGI_00696","ADMANBBD_00539"
"group_5670","rapA_1","RNA polymerase-associated protein RapA","2","2","1","56","4787","1","1009","","3374","3374","3374","","","","","","","","AGDBFNGI_00883","ADMANBBD_01128"
"group_5671","phnX","Phosphonoacetaldehyde hydrolase","2","2","1","56","4785","1","1011","","710","710","710","","","","","","","","AGDBFNGI_00885","ADMANBBD_01130"
"group_5701","","hypothetical protein","2","2","1","56","349","611","1","","764","764","764","","","","","","","","AGDBFNGI_01298","ADMANBBD_03229"
"exuT","","Hexuronate transporter","2","2","1","56","547","603","1","","1319","1319","1319","","","","","","","","AGDBFNGI_01498","ADMANBBD_03027"
"group_5704","","hypothetical protein","2","2","1","56","548","603","3","","491","491","491","","","","","","","","AGDBFNGI_01499","ADMANBBD_03026"
"group_5705","","putative protein","2","2","1","56","549","603","2","","566","566","566","","","","","","","","AGDBFNGI_01500","ADMANBBD_03025"
"yqjH","","NADPH-dependent ferric-chelate reductase","2","2","1","89","1","646","2","","893","893","893","","","","","","","","AGDBFNGI_01753","ADMANBBD_02455"
"group_5739","yfiY_4","putative siderophore-binding lipoprotein YfiY","2","2","1","89","2","646","3","","1004","1004","1004","","","","","","","","AGDBFNGI_01754","ADMANBBD_02456"
"macB_1","","Macrolide export ATP-binding/permease protein MacB","2","2","1","56","1414","597","4","","1199","1199","1199","","","","","","","","AGDBFNGI_03212","ADMANBBD_01209"
"group_5824","yknY_1","putative ABC transporter ATP-binding protein YknY","2","2","1","56","1413","597","3","","746","746","746","","","","","","","","AGDBFNGI_03213","ADMANBBD_01210"
"group_5825","","hypothetical protein","2","2","1","56","1412","597","2","","1136","1136","1136","","","","","","","","AGDBFNGI_03214","ADMANBBD_01211"
"group_5826","","L,D-transpeptidase 5","2","2","1","56","1411","597","1","","1532","1532","1532","","","","","","","","AGDBFNGI_03215","ADMANBBD_01212"
"group_5864","","putative ABC transporter ATP-binding protein","2","2","1","56","1088","1","378","","1856","1856","1856","","","","","","","","AGDBFNGI_03506","ADMANBBD_00466"
"yheI","","putative multidrug resistance ABC transporter ATP-binding/permease protein YheI","2","2","1","56","1089","1","379","","1871","1871","1871","","","","","","","","AGDBFNGI_03507","ADMANBBD_00467"
"hindIIIM_1","","Modification methylase HindIII","2","2","1","71","29","592","35","","1076","1076","1076","","","","","","","","AGDBFNGI_03613","ADMANBBD_00277"
"group_5891","","hypothetical protein","2","2","1","71","27","592","33","","1433","1433","1433","","","","","","","","AGDBFNGI_03615","ADMANBBD_00279"
"group_5892","","hypothetical protein","2","2","1","71","26","592","32","","1013","1013","1013","","","","","","","","AGDBFNGI_03616","ADMANBBD_00280"
"group_5893","","hypothetical protein","2","2","1","71","25","592","31","","635","635","635","","","","","","","","AGDBFNGI_03617","ADMANBBD_00281"
"yedY1_2","","Putative protein-methionine-sulfoxide reductase subunit YedZ1","2","2","1","56","4062","6","14","","1799","1799","1799","","","","","","","","AGDBFNGI_03724","ADMANBBD_02964"
"acnA_1","","Aconitate hydratase A","2","2","1","56","4061","6","16","","2792","2792","2792","","","","","","","","AGDBFNGI_03725","ADMANBBD_02963"
"group_5898","","hypothetical protein","2","2","1","56","5800","1","1805","","158","158","158","","","","","","","","AGDBFNGI_03766","ADMANBBD_02082"
"group_5899","yfmC_1","Fe(3+)-citrate-binding protein YfmC","2","2","1","56","5801","1","1806","","1001","1001","1001","","","","","","","","AGDBFNGI_03767","ADMANBBD_02081"
"lgrD_1","","Linear gramicidin synthase subunit D","2","2","1","56","5802","1","1807","","5228","5228","5228","","","","","","","","AGDBFNGI_03768","ADMANBBD_02080"
"dhbB_2","","Isochorismatase","2","2","1","56","5803","1","1808","","290","290","290","","","","","","","","AGDBFNGI_03769","ADMANBBD_02079"
"group_5902","viuB_2","Vibriobactin utilization protein ViuB","2","2","1","56","5812","1","1817","","1856","1856","1856","","","","","","","","AGDBFNGI_03770","ADMANBBD_02078"
"group_591","","hypothetical protein","2","2","1","56","3733","4","3","","389","848","618","","MCCDGJGB_03735","GGCDANDK_02618","","","","","",""
"group_5911","","hypothetical protein","2","2","1","56","1374","1","361","","1607","1607","1607","","","","","","","","AGDBFNGI_03799","ADMANBBD_03854"
"group_60","","hypothetical protein","2","2","1","56","670","1","1466","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","617","1067","842","","","","","LDOPIMGM_00842","","","","ADMANBBD_03357"
"group_604","mcrA","Mitomycin radical oxidase","2","2","1","56","6494","23","15","","377","626","501","","","","","","EBMLHIBA_01931","IOFEINNK_02585","",""
"mshD_3","","Mycothiol acetyltransferase","2","2","1","56","1632","578","1","","575","1064","819","","","","IHGJPHMH_00839","","","","","ADMANBBD_01052"
"group_6207","accA1","Acetyl-/propionyl-coenzyme A carboxylase alpha chain","2","2","1","56","5481","553","1","","2021","2033","2027","","","","","","","IOFEINNK_01990","","ADMANBBD_02874"
"group_639","","putative protein","2","2","1","56","3687","85","13","","1157","1157","1157","AGEJDLBK_00156","","","","","","","","ADMANBBD_00869"
"group_640","","hypothetical protein","2","2","1","56","3684","85","8","","404","404","404","AGEJDLBK_00158","","","","","","","","ADMANBBD_02163"
"group_641","","hypothetical protein","2","2","1","56","3682","85","7","","740","740","740","AGEJDLBK_00159","","","","","","","","ADMANBBD_02165"
"group_69","","hypothetical protein","2","2","1","56","3937","72","18","","341","368","354","AGEJDLBK_00100","","","IHGJPHMH_01134","","","","",""
"group_693","","putative multidrug-efflux transporter","2","2","1","56","2577","1","429","","713","746","729","AGEJDLBK_00486","","","","","EBMLHIBA_00574","","",""
"group_70","","hypothetical protein","2","2","1","56","3952","72","13","","869","1220","1044","","","","","","EBMLHIBA_02629","IOFEINNK_01114","",""
"group_772","yedI","Inner membrane protein YedI","2","2","1","56","6350","11","9","","1160","1163","1161","AGEJDLBK_01027","","","","","EBMLHIBA_01297","","",""
"lhyD","","putative protein","2","2","1","56","6061","104","3","","1430","1949","1689","AGEJDLBK_01205","","","","","","","AGDBFNGI_00464",""
"oxyR_3","","Hydrogen peroxide-inducible genes activator","2","2","1","56","6001","1","872","","278","920","599","AGEJDLBK_01254","","","","","","","","ADMANBBD_03569"
"rarA_2","","Replication-associated recombination protein A","2","2","1","56","5206","23","20","","1286","1343","1314","","MCCDGJGB_03258","","","","","","AGDBFNGI_01128",""
"group_891","","Sulfoquinovose 1-dehydrogenase","2","2","1","56","2081","1","499","","593","776","684","AGEJDLBK_01565","","","","","","","","ADMANBBD_03729"
"group_892","recD2","ATP-dependent RecD-like DNA helicase","2","2","1","56","2085","1","501","","371","3443","1907","AGEJDLBK_01567","","","","","","","","ADMANBBD_01964"
"arnA","","Bifunctional polymyxin resistance protein ArnA","2","2","1","56","2095","1","510","","278","671","474","AGEJDLBK_01576","","","","","","","","ADMANBBD_01973"
"group_948","","hypothetical protein","2","2","1","56","6538","95","8","","635","662","648","AGEJDLBK_01825","","","","","","","","ADMANBBD_00465"
"group_10","","hypothetical protein","1","1","1","56","6341","11","21","","461","461","461","","","","IHGJPHMH_03305","","","","",""
"group_102","","hypothetical protein","1","1","1","56","4299","7","59","","380","380","380","","","","IHGJPHMH_03500","","","","",""
"group_1106","","Insertion element IS6110 uncharacterized 12.0 kDa protein","1","1","1","56","5816","572","1","","311","311","311","","","","IHGJPHMH_03065","","","","",""
"group_1107","","Insertion element IS6110 uncharacterized 12.0 kDa protein","1","1","1","47","1","555","20","","311","311","311","","","","IHGJPHMH_03746","","","","",""
"group_122","","hypothetical protein","1","1","1","56","4065","6","24","","740","740","740","","MCCDGJGB_00116","","","","","","",""
"group_123","","hypothetical protein","1","1","1","56","728","6","21","","740","740","740","","","GGCDANDK_01852","","","","","",""
"group_126","epsH","Putative glycosyltransferase EpsH","1","1","1","56","3686","85","12","","851","851","851","AGEJDLBK_00155","","","","","","","",""
"group_1269","","hypothetical protein","1","1","1","9","1","414","4","","206","206","206","","","GGCDANDK_03693","","","","","",""
"group_127","epsJ","putative glycosyltransferase EpsJ","1","1","1","56","3688","85","11","","530","530","530","","","","","","","","","ADMANBBD_00870"
"group_13","","hypothetical protein","1","1","1","62","1","173","1","Investigate","662","662","662","AGEJDLBK_01622","","","","","","","",""
"group_1374","","hypothetical protein","1","1","1","56","4312","285","41","","638","638","638","","MCCDGJGB_03037","","","","","","",""
"dsbA","","Thiol:disulfide interchange protein DsbA","1","1","1","56","4320","285","33","","638","638","638","","MCCDGJGB_03045","","","","","","",""
"group_14","","hypothetical protein","1","1","1","56","1520","221","1","","272","272","272","AGEJDLBK_03087","","","","","","","",""
"group_1428","","hypothetical protein","1","1","1","56","4092","419","2","","338","338","338","","","GGCDANDK_01869","","","","","",""
"group_1429","","hypothetical protein","1","1","1","56","2990","19","4","","338","338","338","","","GGCDANDK_03357","","","","","",""
"group_1430","","hypothetical protein","1","1","1","56","3409","10","26","","338","338","338","","","GGCDANDK_03390","","","","","",""
"group_1432","","hypothetical protein","1","1","1","56","716","408","1","","230","230","230","","","GGCDANDK_02205","","","","","",""
"group_1433","","hypothetical protein","1","1","1","8","3","413","5","","230","230","230","","","GGCDANDK_03633","","","","","",""
"group_1442","","hypothetical protein","1","1","1","56","2989","19","3","","836","836","836","","","GGCDANDK_03358","","","","","",""
"group_1443","","hypothetical protein","1","1","1","56","3408","10","25","","836","836","836","","","GGCDANDK_03391","","","","","",""
"group_1468","","hypothetical protein","1","1","1","56","4609","582","1","","869","869","869","","","","IHGJPHMH_02505","","","","",""
"group_1469","","hypothetical protein","1","1","1","56","6385","1","1802","","206","206","206","","","","IHGJPHMH_03340","","","","",""
"group_1470","","hypothetical protein","1","1","1","92","1","651","1","Investigate","869","869","869","","","","","","EBMLHIBA_03694","","",""
"group_15","","hypothetical protein","1","1","1","56","5643","18","1","","476","476","476","","","","","","EBMLHIBA_00702","","",""
"group_1525","","hypothetical protein","1","1","1","56","1318","1","294","","578","578","578","","","","","LDOPIMGM_03320","","","",""
"group_1526","","hypothetical protein","1","1","1","56","1307","1","283","","302","302","302","","","","","LDOPIMGM_03331","","","",""
"group_1593","","hypothetical protein","1","1","1","56","3685","85","9","","227","227","227","AGEJDLBK_00157","","","","","","","",""
"group_1597","","hypothetical protein","1","1","1","56","3678","85","2","","215","215","215","AGEJDLBK_00163","","","","","","","",""
"group_16","","hypothetical protein","1","1","1","90","1","650","1","Investigate","473","473","473","","","","","","EBMLHIBA_03691","","",""
"group_1620","","hypothetical protein","1","1","1","56","5600","97","1","","548","548","548","AGEJDLBK_00307","","","","","","","",""
"group_1621","","hypothetical protein","1","1","1","56","5601","97","14","","686","686","686","AGEJDLBK_00308","","","","","","","",""
"group_1622","","hypothetical protein","1","1","1","56","5602","97","13","","749","749","749","AGEJDLBK_00309","","","","","","","",""
"group_1623","","hypothetical protein","1","1","1","56","5603","97","12","","494","494","494","AGEJDLBK_00310","","","","","","","",""
"group_1624","","hypothetical protein","1","1","1","56","5604","97","11","","206","206","206","AGEJDLBK_00311","","","","","","","",""
"group_1625","","hypothetical protein","1","1","1","56","5605","97","10","","239","239","239","AGEJDLBK_00312","","","","","","","",""
"group_1626","","hypothetical protein","1","1","1","56","5606","97","9","","164","164","164","AGEJDLBK_00313","","","","","","","",""
"recA_1","","Protein RecA","1","1","1","56","5607","97","8","","989","989","989","AGEJDLBK_00314","","","","","","","",""
"group_1628","","hypothetical protein","1","1","1","56","5608","97","7","","317","317","317","AGEJDLBK_00315","","","","","","","",""
"group_1629","","hypothetical protein","1","1","1","56","5609","97","6","","734","734","734","AGEJDLBK_00316","","","","","","","",""
"group_1630","","hypothetical protein","1","1","1","56","5610","97","5","","230","230","230","AGEJDLBK_00317","","","","","","","",""
"group_1631","","hypothetical protein","1","1","1","56","5611","97","4","","194","194","194","AGEJDLBK_00318","","","","","","","",""
"group_1632","","hypothetical protein","1","1","1","56","5612","97","3","","575","575","575","AGEJDLBK_00319","","","","","","","",""
"group_1633","intQ","Putative defective protein IntQ","1","1","1","56","5613","97","2","","1202","1202","1202","AGEJDLBK_00320","","","","","","","",""
"group_165","dctM_1","C4-dicarboxylate TRAP transporter large permease protein DctM","1","1","1","56","6475","203","1","","1358","1358","1358","AGEJDLBK_01807","","","","","","","",""
"group_168","ydaD","General stress protein 39","1","1","1","56","6674","48","1","","365","365","365","","MCCDGJGB_03131","","","","","","",""
"group_1728","","hypothetical protein","1","1","1","56","614","1","1533","","812","812","812","AGEJDLBK_01017","","","","","","","",""
"group_1729","","Insertion element IS6110 uncharacterized 12.0 kDa protein","1","1","1","56","613","1","1532","","320","320","320","AGEJDLBK_01018","","","","","","","",""
"group_1730","","hypothetical protein","1","1","1","56","6338","11","1","","239","239","239","AGEJDLBK_01019","","","","","","","",""
"group_1737","","hypothetical protein","1","1","1","56","5818","248","1","","644","644","644","AGEJDLBK_01068","","","","","","","",""
"group_1763","iap_1","putative endopeptidase p60","1","1","1","56","5840","74","5","","2876","2876","2876","AGEJDLBK_01178","","","","","","","",""
"group_180","","hypothetical protein","1","1","1","56","5854","1","400","","230","230","230","","","","","","","","AGDBFNGI_03588",""
"group_181","","hypothetical protein","1","1","1","56","5974","1","399","","230","230","230","","","GGCDANDK_03504","","","","","",""
"group_182","","hypothetical protein","1","1","1","56","5855","1","394","","230","230","230","","MCCDGJGB_02868","","","","","","",""
"group_187","","putative protein","1","1","1","56","7015","465","5","","968","968","968","","","","","","","IOFEINNK_02913","",""
"group_1891","","hypothetical protein","1","1","1","56","2066","1","468","","1589","1589","1589","AGEJDLBK_01554","","","","","","","",""
"group_1892","","hypothetical protein","1","1","1","56","2065","1","467","","203","203","203","AGEJDLBK_01555","","","","","","","",""
"group_19","lcfB_3","Long-chain-fatty-acid--CoA ligase","1","1","1","56","4255","7","69","","1199","1199","1199","","","","","","","","","ADMANBBD_02374"
"group_1903","ptrB","Protease 2","1","1","1","56","2087","1","502","","1865","1865","1865","AGEJDLBK_01568","","","","","","","",""
"group_1950","","hypothetical protein","1","1","1","56","2006","161","1","","872","872","872","AGEJDLBK_01656","","","","","","","",""
"group_1951","","hypothetical protein","1","1","1","56","2005","161","3","","1349","1349","1349","AGEJDLBK_01657","","","","","","","",""
"group_1952","","hypothetical protein","1","1","1","56","2004","161","2","","2156","2156","2156","AGEJDLBK_01658","","","","","","","",""
"group_1953","yitU_2","5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YitU","1","1","1","56","2007","166","3","","836","836","836","AGEJDLBK_01662","","","","","","","",""
"group_1954","","hypothetical protein","1","1","1","56","3087","166","2","","554","554","554","AGEJDLBK_01663","","","","","","","",""
"group_1955","bpa","Bacterial proteasome activator","1","1","1","56","3088","166","1","","557","557","557","AGEJDLBK_01664","","","","","","","",""
"group_1980","","hypothetical protein","1","1","1","56","4169","200","1","","158","158","158","AGEJDLBK_01771","","","","","","","",""
"group_2","","hypothetical protein","1","1","1","85","1","634","1","Investigate","383","383","383","","","","","","","","","ADMANBBD_01025"
"group_20","lcfB_5","Long-chain-fatty-acid--CoA ligase","1","1","1","56","4262","7","29","","1535","1535","1535","","","","","","","IOFEINNK_02840","",""
"group_2005","lhgO_1","L-2-hydroxyglutarate oxidase LhgO","1","1","1","56","6467","109","3","","1652","1652","1652","AGEJDLBK_01851","","","","","","","",""
"group_2017","","hypothetical protein","1","1","1","56","6438","2","49","","308","308","308","AGEJDLBK_01879","","","","","","","",""
"group_2052","aspA","Aspartate ammonia-lyase","1","1","1","56","6777","1","1698","","1469","1469","1469","AGEJDLBK_01945","","","","","","","",""
"group_2053","","hypothetical protein","1","1","1","56","6776","1","1697","","599","599","599","AGEJDLBK_01946","","","","","","","",""
"pgtP_1","","Phosphoglycerate transporter protein","1","1","1","56","6775","1","1696","","1259","1259","1259","AGEJDLBK_01947","","","","","","","",""
"pgtP_2","","Phosphoglycerate transporter protein","1","1","1","56","6774","1","1695","","1349","1349","1349","AGEJDLBK_01948","","","","","","","",""
"group_2056","","hypothetical protein","1","1","1","56","6773","1","1694","","323","323","323","AGEJDLBK_01949","","","","","","","",""
"group_2057","","hypothetical protein","1","1","1","56","6772","1","1693","","1040","1040","1040","AGEJDLBK_01950","","","","","","","",""
"abgB_2","","p-aminobenzoyl-glutamate hydrolase subunit B","1","1","1","56","6771","1","1692","","1556","1556","1556","AGEJDLBK_01951","","","","","","","",""
"group_2059","nfdA_2","N-substituted formamide deformylase","1","1","1","56","6770","1","1691","","1727","1727","1727","AGEJDLBK_01952","","","","","","","",""
"yhjE_4","","Inner membrane metabolite transport protein YhjE","1","1","1","56","6769","1","1690","","1301","1301","1301","AGEJDLBK_01953","","","","","","","",""
"group_2061","","hypothetical protein","1","1","1","56","675","1","1689","","896","896","896","AGEJDLBK_01954","","","","","","","",""
"group_2062","nudG","CTP pyrophosphohydrolase","1","1","1","56","676","1","1688","","428","428","428","AGEJDLBK_01955","","","","","","","",""
"group_2063","","hypothetical protein","1","1","1","56","677","1","1687","","572","572","572","AGEJDLBK_01956","","","","","","","",""
"group_2064","","hypothetical protein","1","1","1","56","678","1","1686","","212","212","212","AGEJDLBK_01957","","","","","","","",""
"group_2065","","hypothetical protein","1","1","1","56","682","1","1571","","1232","1232","1232","AGEJDLBK_01959","","","","","","","",""
"group_2066","","Insertion element IS6110 uncharacterized 12.0 kDa protein","1","1","1","56","681","1","1570","","209","209","209","AGEJDLBK_01960","","","","","","","",""
"group_2067","","hypothetical protein","1","1","1","56","680","1","1569","","3059","3059","3059","AGEJDLBK_01961","","","","","","","",""
"group_2068","","hypothetical protein","1","1","1","56","679","1","1568","","1937","1937","1937","AGEJDLBK_01962","","","","","","","",""
"group_2070","","putative protein","1","1","1","56","3425","153","1","","1157","1157","1157","AGEJDLBK_01973","","","","","","","",""
"caiC","","Crotonobetaine/carnitine--CoA ligase","1","1","1","56","3424","153","2","","1577","1577","1577","AGEJDLBK_01974","","","","","","","",""
"group_2072","proP_4","Proline/betaine transporter","1","1","1","56","3423","153","3","","1343","1343","1343","AGEJDLBK_01975","","","","","","","",""
"group_2088","dacF","D-alanyl-D-alanine carboxypeptidase DacF","1","1","1","56","3371","118","3","","1262","1262","1262","AGEJDLBK_02030","","","","","","","",""
"group_2112","","hypothetical protein","1","1","1","56","5979","1","393","","224","224","224","AGEJDLBK_02162","","","","","","","",""
"group_2137","tagU","Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU","1","1","1","56","4239","1","1641","","923","923","923","AGEJDLBK_02431","","","","","","","",""
"group_2140","rhlG","Rhamnolipids biosynthesis 3-oxoacyl-[acyl-carrier-protein] reductase","1","1","1","56","4290","7","9","","782","782","782","AGEJDLBK_02446","","","","","","","",""
"group_2141","","2-haloacrylate reductase","1","1","1","56","4291","7","10","","1001","1001","1001","AGEJDLBK_02447","","","","","","","",""
"group_2165","fes","Enterochelin esterase","1","1","1","56","1697","42","4","","1280","1280","1280","AGEJDLBK_02560","","","","","","","",""
"group_2166","hmuT","Hemin-binding periplasmic protein HmuT","1","1","1","56","1751","42","3","","1031","1031","1031","AGEJDLBK_02561","","","","","","","",""
"group_2167","hmuU","Hemin transport system permease protein HmuU","1","1","1","56","1752","42","10","","1211","1211","1211","AGEJDLBK_02562","","","","","","","",""
"group_2168","hmuV","Hemin import ATP-binding protein HmuV","1","1","1","56","1753","42","9","","812","812","812","AGEJDLBK_02563","","","","","","","",""
"group_2171","","hypothetical protein","1","1","1","56","1696","84","2","","1001","1001","1001","AGEJDLBK_02569","","","","","","","",""
"group_2189","bauB","Beta-alanine degradation protein BauB","1","1","1","56","1682","5","11","","296","296","296","AGEJDLBK_02603","","","","","","","",""
"group_2190","","hypothetical protein","1","1","1","56","1818","5","25","","977","977","977","AGEJDLBK_02606","","","","","","","",""
"group_2191","","hypothetical protein","1","1","1","56","1654","5","24","","587","587","587","AGEJDLBK_02608","","","","","","","",""
"group_2192","","hypothetical protein","1","1","1","56","1655","5","23","","713","713","713","AGEJDLBK_02609","","","","","","","",""
"group_2193","tipA_2","HTH-type transcriptional activator TipA","1","1","1","56","1656","5","22","","1061","1061","1061","AGEJDLBK_02610","","","","","","","",""
"group_2194","","hypothetical protein","1","1","1","56","1657","5","21","","1481","1481","1481","AGEJDLBK_02611","","","","","","","",""
"group_2195","","putative protein","1","1","1","56","1658","5","20","","530","530","530","AGEJDLBK_02612","","","","","","","",""
"group_2196","","hypothetical protein","1","1","1","56","1659","5","19","","242","242","242","AGEJDLBK_02613","","","","","","","",""
"group_2197","","hypothetical protein","1","1","1","56","1660","5","18","","494","494","494","AGEJDLBK_02614","","","","","","","",""
"group_2198","","hypothetical protein","1","1","1","56","1661","5","44","","788","788","788","AGEJDLBK_02615","","","","","","","",""
"group_2199","acsA_2","Acetyl-coenzyme A synthetase","1","1","1","56","1662","5","45","","1949","1949","1949","AGEJDLBK_02616","","","","","","","",""
"group_2200","","hypothetical protein","1","1","1","56","1663","5","46","","812","812","812","AGEJDLBK_02617","","","","","","","",""
"group_2220","","hypothetical protein","1","1","1","56","3606","218","1","","929","929","929","AGEJDLBK_02687","","","","","","","",""
"group_2233","","hypothetical protein","1","1","1","56","4694","1","933","","590","590","590","AGEJDLBK_02732","","","","","","","",""
"group_2234","","hypothetical protein","1","1","1","56","4695","1","934","","695","695","695","AGEJDLBK_02733","","","","","","","",""
"group_2235","","hypothetical protein","1","1","1","56","4696","1","935","","2024","2024","2024","AGEJDLBK_02734","","","","","","","",""
"group_2236","","hypothetical protein","1","1","1","56","4697","1","936","","2141","2141","2141","AGEJDLBK_02735","","","","","","","",""
"group_2237","mct","2-methylfumaryl-CoA isomerase","1","1","1","56","4698","1","937","","1157","1157","1157","AGEJDLBK_02736","","","","","","","",""
"group_2238","meh","Mesaconyl-C(4)-CoA hydratase","1","1","1","56","4699","1","938","","857","857","857","AGEJDLBK_02737","","","","","","","",""
"group_2240","iolS_3","Aldo-keto reductase IolS","1","1","1","56","4706","1","979","","590","590","590","AGEJDLBK_02740","","","","","","","",""
"group_2242","nlhH_1","Carboxylesterase NlhH","1","1","1","56","4693","1","976","","959","959","959","AGEJDLBK_02743","","","","","","","",""
"group_2243","","hypothetical protein","1","1","1","56","4692","1","975","","428","428","428","AGEJDLBK_02744","","","","","","","",""
"group_2244","","hypothetical protein","1","1","1","56","4691","1","974","","413","413","413","AGEJDLBK_02745","","","","","","","",""
"group_2245","","hypothetical protein","1","1","1","56","4690","1","973","","428","428","428","AGEJDLBK_02746","","","","","","","",""
"group_2246","","hypothetical protein","1","1","1","56","4689","1","972","","470","470","470","AGEJDLBK_02747","","","","","","","",""
"group_2247","","hypothetical protein","1","1","1","56","4688","1","971","","374","374","374","AGEJDLBK_02748","","","","","","","",""
"group_2248","","Putative quercetin 2,3-dioxygenase","1","1","1","56","4687","1","970","","1049","1049","1049","AGEJDLBK_02749","","","","","","","",""
"marR_2","","Multiple antibiotic resistance protein MarR","1","1","1","56","4686","1","969","","461","461","461","AGEJDLBK_02750","","","","","","","",""
"group_2250","dctM_3","C4-dicarboxylate TRAP transporter large permease protein DctM","1","1","1","56","4685","1","968","","1961","1961","1961","AGEJDLBK_02751","","","","","","","",""
"group_2251","","hypothetical protein","1","1","1","56","4684","1","967","","434","434","434","AGEJDLBK_02752","","","","","","","",""
"group_2252","","hypothetical protein","1","1","1","56","5388","1","966","","989","989","989","AGEJDLBK_02753","","","","","","","",""
"group_2253","ydgH","Putative membrane protein YdgH","1","1","1","56","5389","1","965","","2312","2312","2312","AGEJDLBK_02754","","","","","","","",""
"group_2254","pucR_2","Purine catabolism regulatory protein","1","1","1","56","5390","1","964","","1151","1151","1151","AGEJDLBK_02755","","","","","","","",""
"group_2255","apc3","Acetophenone carboxylase gamma subunit","1","1","1","56","5391","1","963","","2087","2087","2087","AGEJDLBK_02756","","","","","","","",""
"group_2256","apc4","Acetophenone carboxylase delta subunit","1","1","1","56","5392","1","962","","1973","1973","1973","AGEJDLBK_02757","","","","","","","",""
"group_2257","","Nitrilase","1","1","1","56","5393","1","961","","500","500","500","AGEJDLBK_02758","","","","","","","",""
"group_2258","","Nitrilase","1","1","1","56","5394","1","960","","419","419","419","AGEJDLBK_02759","","","","","","","",""
"group_2259","","hypothetical protein","1","1","1","56","5395","1","959","","236","236","236","AGEJDLBK_02760","","","","","","","",""
"group_226","","hypothetical protein","1","1","1","56","3375","421","4","","440","440","440","","","GGCDANDK_03021","","","","","",""
"dpaL","","Diaminopropionate ammonia-lyase","1","1","1","56","5396","1","958","","1121","1121","1121","AGEJDLBK_02761","","","","","","","",""
"group_2261","","hypothetical protein","1","1","1","56","5397","1","957","","1295","1295","1295","AGEJDLBK_02762","","","","","","","",""
"group_2262","","hypothetical protein","1","1","1","56","5398","1","956","","380","380","380","AGEJDLBK_02763","","","","","","","",""
"group_2263","","hypothetical protein","1","1","1","56","5399","1","955","","356","356","356","AGEJDLBK_02764","","","","","","","",""
"rapA_2","","RNA polymerase-associated protein RapA","1","1","1","56","5400","1","954","","3533","3533","3533","AGEJDLBK_02765","","","","","","","",""
"group_2265","dkgB","2,5-diketo-D-gluconic acid reductase B","1","1","1","56","5401","1","953","","866","866","866","AGEJDLBK_02766","","","","","","","",""
"group_2266","","hypothetical protein","1","1","1","56","5402","1","952","","776","776","776","AGEJDLBK_02767","","","","","","","",""
"group_2267","","Hydroxypyruvate reductase","1","1","1","56","5403","1","1869","","941","941","941","AGEJDLBK_02768","","","","","","","",""
"group_2268","rclA","putative pyridine nucleotide-disulfide oxidoreductase RclA","1","1","1","56","5404","1","1870","","1448","1448","1448","AGEJDLBK_02769","","","","","","","",""
"group_2269","","hypothetical protein","1","1","1","56","171","1","1865","","266","266","266","AGEJDLBK_02772","","","","","","","",""
"group_2270","fdhA_1","Glutathione-independent formaldehyde dehydrogenase","1","1","1","56","170","1","1106","","1214","1214","1214","AGEJDLBK_02773","","","","","","","",""
"group_2271","hipO_3","Hippurate hydrolase","1","1","1","56","169","1","1107","","1199","1199","1199","AGEJDLBK_02774","","","","","","","",""
"group_2272","yyaP_2","putative protein YyaP","1","1","1","56","5139","1","1108","","557","557","557","AGEJDLBK_02775","","","","","","","",""
"group_228","","hypothetical protein","1","1","1","89","3","646","1","","380","380","380","","","","","","EBMLHIBA_03078","","",""
"group_2286","yhfT","putative acyl--CoA ligase YhfT","1","1","1","56","5229","94","1","","1640","1640","1640","AGEJDLBK_02838","","","","","","","",""
