"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","com_341.fna","com_738.fna","com_862.fna","com_876.fna","com_900.fna","com_908.fna","com_947.fna","com_962.fna","com_JB.fna"
"group_5750","","hypothetical protein","1","1","1","41","1","420","1","Investigate","269","269","269","GOJPHPBD_07400","","","","","","","",""
"tagH_2","","Teichoic acids export ATP-binding protein TagH","1","1","1","1","11081","49","37","","863","863","863","","","","","","","","","IFEKPJDH_01578"
"group_58","","hypothetical protein","1","1","1","33","1","454","1","Investigate","659","659","659","GOJPHPBD_03741","","","","","","","",""
"group_580","tagH_2","Teichoic acids export ATP-binding protein TagH","1","1","1","1","11169","49","13","","869","869","869","","","","","","","","HHDJLLAI_02967",""
"group_583","","hypothetical protein","1","1","1","1","12071","315","1","","1061","1061","1061","","","","IIFCLKFN_03378","","","","",""
"group_5847","","hypothetical protein","1","1","1","2","1025","387","2","","188","188","188","GOJPHPBD_08119","","","","","","","",""
"group_5848","","hypothetical protein","1","1","1","2","1024","387","3","","137","137","137","GOJPHPBD_08120","","","","","","","",""
"group_585","","hypothetical protein","1","1","1","1","6785","1","15","","137","137","137","","","","IIFCLKFN_03893","","","","",""
"group_587","","hypothetical protein","1","1","1","1","6836","1","1862","","200","200","200","","","LBLIGOHA_05369","","","","","",""
"group_588","","hypothetical protein","1","1","1","1","6837","1","1863","","200","200","200","","","","","","KJABKPCK_06142","","",""
"group_5916","","hypothetical protein","1","1","1","2","959","415","2","","356","356","356","GOJPHPBD_08771","","","","","","","",""
"group_5917","","hypothetical protein","1","1","1","2","958","415","1","","197","197","197","GOJPHPBD_08772","","","","","","","",""
"iolG_12","","Myo-inositol 2-dehydrogenase","1","1","1","2","947","45","12","","992","992","992","GOJPHPBD_08777","","","","","","","",""
"yidK","","putative symporter YidK","1","1","1","2","946","45","13","","1601","1601","1601","GOJPHPBD_08778","","","","","","","",""
"yqbO_2","","putative protein YqbO","1","1","1","2","185","2","439","","4325","4325","4325","","","","","","","","","IFEKPJDH_08918"
"iolE_9","","Inosose dehydratase","1","1","1","2","945","45","14","","881","881","881","GOJPHPBD_08779","","","","","","","",""
"iolG_13","","Myo-inositol 2-dehydrogenase","1","1","1","2","944","45","15","","1034","1034","1034","GOJPHPBD_08780","","","","","","","",""
"group_5922","glcR_2","HTH-type transcriptional repressor GlcR","1","1","1","2","943","45","16","","761","761","761","GOJPHPBD_08781","","","","","","","",""
"iolA","","Malonate-semialdehyde dehydrogenase","1","1","1","2","942","45","17","","1454","1454","1454","GOJPHPBD_08782","","","","","","","",""
"iolB_2","","5-deoxy-glucuronate isomerase","1","1","1","2","941","45","18","","818","818","818","GOJPHPBD_08783","","","","","","","",""
"iolC_2","","5-dehydro-2-deoxygluconokinase","1","1","1","2","940","45","19","","956","956","956","GOJPHPBD_08784","","","","","","","",""
"iolD_2","","3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase","1","1","1","2","939","45","20","","1913","1913","1913","GOJPHPBD_08785","","","","","","","",""
"iolJ","","6-phospho-5-dehydro-2-deoxy-D-gluconate aldolase","1","1","1","2","938","45","21","","845","845","845","GOJPHPBD_08786","","","","","","","",""
"group_5928","","hypothetical protein","1","1","1","2","937","45","22","","389","389","389","GOJPHPBD_08787","","","","","","","",""
"group_5933","","hypothetical protein","1","1","1","2","829","37","18","","248","248","248","GOJPHPBD_08822","","","","","","","",""
"group_5963","","hypothetical protein","1","1","1","2","2573","3","439","","239","239","239","GOJPHPBD_08987","","","","","","","",""
"group_5964","","hypothetical protein","1","1","1","2","2572","3","440","","260","260","260","GOJPHPBD_08988","","","","","","","",""
"gloB_3","","Hydroxyacylglutathione hydrolase","1","1","1","2","2571","3","441","","335","335","335","GOJPHPBD_08989","","","","","","","",""
"group_5966","speG_2","Spermidine N(1)-acetyltransferase","1","1","1","2","2570","3","442","","500","500","500","GOJPHPBD_08990","","","","","","","",""
"group_5968","","hypothetical protein","1","1","1","2","737","3","181","","404","404","404","GOJPHPBD_08994","","","","","","","",""
"group_5969","","putative 27.7 kDa protein","1","1","1","2","745","3","180","","773","773","773","GOJPHPBD_08996","","","","","","","",""
"repE","","Replication initiation protein","1","1","1","2","744","3","179","","854","854","854","GOJPHPBD_08997","","","","","","","",""
"group_5971","","hypothetical protein","1","1","1","2","753","3","178","","548","548","548","GOJPHPBD_08998","","","","","","","",""
"gpmA_5","","2,3-bisphosphoglycerate-dependent phosphoglycerate mutase","1","1","1","2","754","3","177","","554","554","554","GOJPHPBD_08999","","","","","","","",""
"group_5973","","hypothetical protein","1","1","1","2","755","3","227","","362","362","362","GOJPHPBD_09000","","","","","","","",""
"group_5974","","hypothetical protein","1","1","1","2","756","3","228","","194","194","194","GOJPHPBD_09001","","","","","","","",""
"group_5985","","hypothetical protein","1","1","1","2","794","3","149","","1229","1229","1229","GOJPHPBD_09016","","","","","","","",""
"group_5986","","hypothetical protein","1","1","1","2","795","3","150","","359","359","359","GOJPHPBD_09017","","","","","","","",""
"group_5987","","hypothetical protein","1","1","1","2","796","3","151","","338","338","338","GOJPHPBD_09018","","","","","","","",""
"group_5988","","hypothetical protein","1","1","1","2","797","3","152","","200","200","200","GOJPHPBD_09019","","","","","","","",""
"group_5989","","hypothetical protein","1","1","1","2","798","3","153","","161","161","161","GOJPHPBD_09020","","","","","","","",""
"group_5990","","hypothetical protein","1","1","1","2","799","3","154","","431","431","431","GOJPHPBD_09021","","","","","","","",""
"group_5997","","hypothetical protein","1","1","1","2","224","655","1","","92","92","92","GOJPHPBD_09041","","","","","","","",""
"group_6012","","hypothetical protein","1","1","1","2","279","24","36","","854","854","854","GOJPHPBD_09091","","","","","","","",""
"group_6013","","hypothetical protein","1","1","1","2","278","24","35","","263","263","263","GOJPHPBD_09092","","","","","","","",""
"group_6014","","hypothetical protein","1","1","1","2","277","24","34","","464","464","464","GOJPHPBD_09093","","","","","","","",""
"group_6015","","hypothetical protein","1","1","1","2","276","24","33","","257","257","257","GOJPHPBD_09094","","","","","","","",""
"group_6016","","hypothetical protein","1","1","1","2","275","24","32","","335","335","335","GOJPHPBD_09095","","","","","","","",""
"group_6017","","hypothetical protein","1","1","1","2","274","24","31","","326","326","326","GOJPHPBD_09096","","","","","","","",""
"group_603","","putative 27.7 kDa protein","1","1","1","2","714","3","260","","485","485","485","","","","","","","","","IFEKPJDH_09583"
"group_6044","","hypothetical protein","1","1","1","2","569","3","493","","830","830","830","GOJPHPBD_09325","","","","","","","",""
"group_6045","","hypothetical protein","1","1","1","2","568","3","492","","767","767","767","GOJPHPBD_09326","","","","","","","",""
"group_6046","","hypothetical protein","1","1","1","2","567","3","491","","620","620","620","GOJPHPBD_09327","","","","","","","",""
"group_605","tri1_2","Tricorn protease ","1","1","1","1","1808","1936","1","","1373","1373","1373","","","","","","","","HHDJLLAI_03117",""
"atl_6","","Bifunctional autolysin","1","1","1","2","223","162","5","","1037","1037","1037","GOJPHPBD_09424","","","","","","","",""
"group_6069","","hypothetical protein","1","1","1","2","2322","821","1","","731","731","731","GOJPHPBD_09534","","","","","","","",""
"yydI","","putative peptide export ATP-binding protein YydI","1","1","1","2","1335","402","2","","632","632","632","GOJPHPBD_09536","","","","","","","",""
"yydJ","","putative peptide export permease protein YydJ","1","1","1","2","1334","402","1","","722","722","722","GOJPHPBD_09537","","","","","","","",""
"group_6079","","hypothetical protein","1","1","1","2","1324","2","257","","131","131","131","GOJPHPBD_09577","","","","","","","",""
"group_6080","yhfK_4","putative sugar epimerase YhfK","1","1","1","2","1323","2","258","","665","665","665","GOJPHPBD_09578","","","","","","","",""
"group_6081","hchA_2","Protein/nucleic acid deglycase HchA","1","1","1","2","1322","2","259","","683","683","683","GOJPHPBD_09579","","","","","","","",""
"group_6082","","putative HTH-type transcriptional regulator","1","1","1","2","1321","2","260","","347","347","347","GOJPHPBD_09580","","","","","","","",""
"group_6083","","hypothetical protein","1","1","1","2","1319","2","267","","428","428","428","GOJPHPBD_09582","","","","","","","",""
"group_6084","","hypothetical protein","1","1","1","2","1278","2","266","","872","872","872","GOJPHPBD_09583","","","","","","","",""
"group_6085","","hypothetical protein","1","1","1","2","1279","2","265","","920","920","920","GOJPHPBD_09584","","","","","","","",""
"group_6086","","hypothetical protein","1","1","1","2","1280","2","264","","971","971","971","GOJPHPBD_09585","","","","","","","",""
"dinG_4","","putative ATP-dependent helicase DinG ","1","1","1","2","1281","2","263","","914","914","914","GOJPHPBD_09586","","","","","","","",""
"group_6088","","hypothetical protein","1","1","1","2","1282","2","262","","488","488","488","GOJPHPBD_09587","","","","","","","",""
"dinG_5","","putative ATP-dependent helicase DinG ","1","1","1","2","1283","2","261","","287","287","287","GOJPHPBD_09588","","","","","","","",""
"group_6090","hin_10","DNA-invertase hin","1","1","1","2","2438","2","175","","1628","1628","1628","GOJPHPBD_09594","","","","","","","",""
"group_6091","","hypothetical protein","1","1","1","2","2437","2","176","","338","338","338","GOJPHPBD_09595","","","","","","","",""
"group_6092","","hypothetical protein","1","1","1","2","2436","2","177","","101","101","101","GOJPHPBD_09596","","","","","","","",""
"group_6093","","hypothetical protein","1","1","1","2","1184","2","178","","311","311","311","GOJPHPBD_09597","","","","","","","",""
"group_6094","","hypothetical protein","1","1","1","2","1185","2","179","","503","503","503","GOJPHPBD_09598","","","","","","","",""
"group_6095","","hypothetical protein","1","1","1","2","1186","2","180","","680","680","680","GOJPHPBD_09599","","","","","","","",""
"group_6096","","hypothetical protein","1","1","1","2","1188","2","182","","1199","1199","1199","GOJPHPBD_09601","","","","","","","",""
"lcfB_4","","Long-chain-fatty-acid--CoA ligase","1","1","1","1","5614","13","41","","1199","1199","1199","","","","","","","","","IFEKPJDH_05962"
"hpxO","","FAD-dependent urate hydroxylase","1","1","1","2","1085","3","374","","1163","1163","1163","GOJPHPBD_09668","","","","","","","",""
"cocE","","Cocaine esterase","1","1","1","2","1084","3","373","","1688","1688","1688","GOJPHPBD_09669","","","","","","","",""
"group_6108","","hypothetical protein","1","1","1","2","1083","3","372","","587","587","587","GOJPHPBD_09670","","","","","","","",""
"group_6114","","hypothetical protein","1","1","1","2","543","3","3","","824","824","824","GOJPHPBD_09744","","","","","","","",""
"group_6115","","hypothetical protein","1","1","1","2","576","3","4","","872","872","872","GOJPHPBD_09745","","","","","","","",""
"group_6116","","hypothetical protein","1","1","1","2","577","3","5","","281","281","281","GOJPHPBD_09746","","","","","","","",""
"group_6126","","hypothetical protein","1","1","1","2","1358","80","7","","866","866","866","GOJPHPBD_09781","","","","","","","",""
"group_6127","","hypothetical protein","1","1","1","2","1357","80","6","","815","815","815","GOJPHPBD_09782","","","","","","","",""
"group_6128","","hypothetical protein","1","1","1","2","1356","80","5","","1958","1958","1958","GOJPHPBD_09783","","","","","","","",""
"group_6129","","hypothetical protein","1","1","1","2","1355","80","4","","3485","3485","3485","GOJPHPBD_09784","","","","","","","",""
"group_6130","","hypothetical protein","1","1","1","2","1354","80","3","","1538","1538","1538","GOJPHPBD_09785","","","","","","","",""
"group_6131","","hypothetical protein","1","1","1","2","1353","80","2","","1007","1007","1007","GOJPHPBD_09786","","","","","","","",""
"phrA_2","","Deoxyribodipyrimidine photo-lyase","1","1","1","2","1349","219","1","","1373","1373","1373","GOJPHPBD_09802","","","","","","","",""
"crtK-2_2","","Tryptophan-rich protein TspO","1","1","1","2","1348","219","2","","485","485","485","GOJPHPBD_09803","","","","","","","",""
"group_6134","crtN_2","Dehydrosqualene desaturase","1","1","1","2","1347","219","3","","1505","1505","1505","GOJPHPBD_09804","","","","","","","",""
"crtM","","Dehydrosqualene synthase","1","1","1","2","1346","219","11","","833","833","833","GOJPHPBD_09805","","","","","","","",""
"crtQ","","4,4'-diaponeurosporenoate glycosyltransferase","1","1","1","2","1345","219","10","","1112","1112","1112","GOJPHPBD_09806","","","","","","","",""
"crtP","","Diapolycopene oxygenase","1","1","1","2","1344","219","9","","1490","1490","1490","GOJPHPBD_09807","","","","","","","",""
"group_6138","","hypothetical protein","1","1","1","2","1343","219","8","","476","476","476","GOJPHPBD_09808","","","","","","","",""
"group_6139","","hypothetical protein","1","1","1","2","1339","219","7","","1511","1511","1511","GOJPHPBD_09809","","","","","","","",""
"group_6140","","hypothetical protein","1","1","1","2","1340","219","6","","725","725","725","GOJPHPBD_09810","","","","","","","",""
"bsaA_2","","Glutathione peroxidase BsaA","1","1","1","2","1341","219","5","","479","479","479","GOJPHPBD_09811","","","","","","","",""
"ohrR_4","","Organic hydroperoxide resistance transcriptional regulator","1","1","1","2","1342","219","4","","443","443","443","GOJPHPBD_09812","","","","","","","",""
"group_6156","","hypothetical protein","1","1","1","2","2691","3","314","","845","845","845","GOJPHPBD_09949","","","","","","","",""
"group_6162","","hypothetical protein","1","1","1","2","788","3","517","","380","380","380","GOJPHPBD_09993","","","","","","","",""
"fadR_2","","Fatty acid metabolism regulator protein","1","1","1","2","789","3","516","","962","962","962","GOJPHPBD_09994","","","","","","","",""
"group_6164","","putative protein","1","1","1","2","791","3","157","","2054","2054","2054","GOJPHPBD_09996","","","","","","","",""
"group_6165","","hypothetical protein","1","1","1","2","792","3","158","","284","284","284","GOJPHPBD_09997","","","","","","","",""
"group_6166","","hypothetical protein","1","1","1","2","781","3","307","","650","650","650","GOJPHPBD_09999","","","","","","","",""
"group_6167","","hypothetical protein","1","1","1","2","780","3","306","","395","395","395","GOJPHPBD_10000","","","","","","","",""
"group_6168","","hypothetical protein","1","1","1","2","779","3","305","","1154","1154","1154","GOJPHPBD_10001","","","","","","","",""
"group_6169","","hypothetical protein","1","1","1","2","778","3","304","","437","437","437","GOJPHPBD_10002","","","","","","","",""
"group_6170","","hypothetical protein","1","1","1","2","776","3","302","","989","989","989","GOJPHPBD_10004","","","","","","","",""
"group_6173","yjaB","putative N-acetyltransferase YjaB","1","1","1","37","2","440","2","Investigate","431","431","431","GOJPHPBD_10007","","","","","","","",""
"group_6174","","hypothetical protein","1","1","1","2","783","3","38","","185","185","185","GOJPHPBD_10009","","","","","","","",""
"group_6175","","hypothetical protein","1","1","1","2","784","3","39","","1097","1097","1097","GOJPHPBD_10010","","","","","","","",""
"repB_1","","Replication protein RepB","1","1","1","2","770","3","295","","659","659","659","GOJPHPBD_10014","","","","","","","",""
"copG_1","","Protein CopG","1","1","1","2","769","3","294","","155","155","155","GOJPHPBD_10015","","","","","","","",""
"dld_4","","Quinone-dependent D-lactate dehydrogenase","1","1","1","45","1","405","1","Investigate","1679","1679","1679","GOJPHPBD_10017","","","","","","","",""
"group_6186","","hypothetical protein","1","1","1","2","472","33","11","","110","110","110","GOJPHPBD_10035","","","","","","","",""
"group_6187","","hypothetical protein","1","1","1","2","471","33","10","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","314","314","314","GOJPHPBD_10036","","","","","","","",""
"group_6188","yidC_5","Membrane protein insertase YidC","1","1","1","34","1","408","1","Investigate","833","833","833","GOJPHPBD_10037","","","","","","","",""
"group_6189","tarF_3","Teichoic acid poly(glycerol phosphate) polymerase","1","1","1","2","361","30","5","","3347","3347","3347","GOJPHPBD_10038","","","","","","","",""
"group_6190","tarF_4","Teichoic acid poly(glycerol phosphate) polymerase","1","1","1","2","360","30","7","","2513","2513","2513","GOJPHPBD_10040","","","","","","","",""
"group_6191","tarL_2","Teichoic acid poly(ribitol-phosphate) polymerase","1","1","1","2","359","30","6","","1934","1934","1934","GOJPHPBD_10041","","","","","","","",""
"group_6198","","hypothetical protein","1","1","1","35","1","403","1","Investigate","140","140","140","GOJPHPBD_10056","","","","","","","",""
"group_6199","","hypothetical protein","1","1","1","36","1","442","1","Investigate","281","281","281","GOJPHPBD_10058","","","","","","","",""
"group_62","lcfB_6","Long-chain-fatty-acid--CoA ligase","1","1","1","1","5495","13","60","","1535","1535","1535","","","","","","","KLLDKJAP_06475","",""
"group_6200","","hypothetical protein","1","1","1","43","1","437","1","Investigate","257","257","257","GOJPHPBD_10059","","","","","","","",""
"group_6220","","hypothetical protein","1","1","1","1","1519","216","1","","188","188","188","","DEIPBNHI_00311","","","","","","",""
"group_6247","","hypothetical protein","1","1","1","1","409","1293","8","","608","608","608","","DEIPBNHI_00797","","","","","","",""
"group_6248","","hypothetical protein","1","1","1","1","408","1293","9","","920","920","920","","DEIPBNHI_00798","","","","","","",""
"group_6249","","hypothetical protein","1","1","1","1","407","1293","7","","674","674","674","","DEIPBNHI_00799","","","","","","",""
"group_6250","","hypothetical protein","1","1","1","1","406","1293","6","","302","302","302","","DEIPBNHI_00800","","","","","","",""
"group_6251","hin_1","DNA-invertase hin","1","1","1","1","405","1293","5","","596","596","596","","DEIPBNHI_00801","","","","","","",""
"group_6252","","hypothetical protein","1","1","1","1","404","1293","4","","680","680","680","","DEIPBNHI_00802","","","","","","",""
"group_6253","","hypothetical protein","1","1","1","1","403","1293","3","","542","542","542","","DEIPBNHI_00803","","","","","","",""
"group_6254","","hypothetical protein","1","1","1","1","402","1293","2","","992","992","992","","DEIPBNHI_00804","","","","","","",""
"group_6255","xerD_1","Tyrosine recombinase XerD","1","1","1","1","401","1293","1","","944","944","944","","DEIPBNHI_00805","","","","","","",""
"group_6257","","hypothetical protein","1","1","1","1","390","1326","1","","944","944","944","","DEIPBNHI_00869","","","","","","",""
"group_6258","cpsY_1","Exopolysaccharide phosphotransferase CpsY","1","1","1","1","389","1326","4","","2837","2837","2837","","DEIPBNHI_00870","","","","","","",""
"group_6259","cpsY_2","Exopolysaccharide phosphotransferase CpsY","1","1","1","1","388","1326","3","","1916","1916","1916","","DEIPBNHI_00871","","","","","","",""
"group_6260","","hypothetical protein","1","1","1","1","387","1326","2","","836","836","836","","DEIPBNHI_00872","","","","","","",""
"group_6261","fpg1_2","Formamidopyrimidine-DNA glycosylase 1","1","1","1","1","381","19","2","","920","920","920","","DEIPBNHI_00910","","","","","","",""
"group_6262","","hypothetical protein","1","1","1","1","380","19","3","","749","749","749","","DEIPBNHI_00911","","","","","","",""
"group_6263","","hypothetical protein","1","1","1","1","379","19","4","","815","815","815","","DEIPBNHI_00912","","","","","","",""
"group_6264","natA_1","ABC transporter ATP-binding protein NatA","1","1","1","1","530","19","5","","1085","1085","1085","","DEIPBNHI_00913","","","","","","",""
"group_6265","","hypothetical protein","1","1","1","1","531","19","6","","1274","1274","1274","","DEIPBNHI_00914","","","","","","",""
"group_6266","degU_1","Transcriptional regulatory protein DegU","1","1","1","1","532","19","7","","734","734","734","","DEIPBNHI_00915","","","","","","",""
"group_6267","","hypothetical protein","1","1","1","1","10690","19","9","","1082","1082","1082","","DEIPBNHI_00918","","","","","","",""
"group_6268","","hypothetical protein","1","1","1","1","3108","4","23","","269","269","269","","DEIPBNHI_00961","","","","","","",""
"group_6297","","hypothetical protein","1","1","1","1","276","1371","1","","140","140","140","","DEIPBNHI_01681","","","","","","",""
"group_6298","","hypothetical protein","1","1","1","89","1","1340","1","Investigate","650","650","650","","DEIPBNHI_01756","","","","","","",""
"group_6299","","hypothetical protein","1","1","1","1","2666","1380","1","","137","137","137","","DEIPBNHI_01757","","","","","","",""
"group_6304","","hypothetical protein","1","1","1","1","2521","5","77","","2003","2003","2003","","DEIPBNHI_01860","","","","","","",""
"group_6305","","hypothetical protein","1","1","1","1","2520","5","76","","755","755","755","","DEIPBNHI_01861","","","","","","",""
"group_6306","","hypothetical protein","1","1","1","1","2519","5","75","","611","611","611","","DEIPBNHI_01862","","","","","","",""
"group_6307","","hypothetical protein","1","1","1","1","2518","5","74","","3482","3482","3482","","DEIPBNHI_01863","","","","","","",""
"group_6308","","hypothetical protein","1","1","1","1","2517","5","73","","3458","3458","3458","","DEIPBNHI_01864","","","","","","",""
"group_6309","","hypothetical protein","1","1","1","1","2516","5","72","","2492","2492","2492","","DEIPBNHI_01865","","","","","","",""
"group_6310","","hypothetical protein","1","1","1","1","2515","5","71","","2201","2201","2201","","DEIPBNHI_01866","","","","","","",""
"group_6311","","hypothetical protein","1","1","1","1","2514","5","70","","458","458","458","","DEIPBNHI_01867","","","","","","",""
"group_6317","","hypothetical protein","1","1","1","1","2331","4","15","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","578","578","578","","DEIPBNHI_02056","","","","","","",""
"group_6320","","hypothetical protein","1","1","1","1","11555","1484","1","","701","701","701","","DEIPBNHI_02061","","","","","","",""
"group_6323","","hypothetical protein","1","1","1","1","49","1439","1","","239","239","239","","DEIPBNHI_02123","","","","","","",""
"group_6324","","hypothetical protein","1","1","1","1","896","1385","1","","686","686","686","","DEIPBNHI_02209","","","","","","",""
"group_6329","","hypothetical protein","1","1","1","61","1","1304","1","","512","512","512","","DEIPBNHI_02306","","","","","","",""
"group_6330","","hypothetical protein","1","1","1","61","2","1304","2","","935","935","935","","DEIPBNHI_02307","","","","","","",""
"group_6331","","hypothetical protein","1","1","1","61","3","1304","3","","167","167","167","","DEIPBNHI_02308","","","","","","",""
"group_6332","","hypothetical protein","1","1","1","61","7","1304","7","","164","164","164","","DEIPBNHI_02309","","","","","","",""
"group_6333","","hypothetical protein","1","1","1","61","6","1304","6","","1340","1340","1340","","DEIPBNHI_02310","","","","","","",""
"group_6334","","hypothetical protein","1","1","1","61","5","1304","5","","2063","2063","2063","","DEIPBNHI_02311","","","","","","",""
"group_6335","","hypothetical protein","1","1","1","61","4","1304","4","","1667","1667","1667","","DEIPBNHI_02312","","","","","","",""
"mrr_1","","Mrr restriction system protein","1","1","1","1","11887","12","35","","950","950","950","","DEIPBNHI_02435","","","","","","",""
"group_6337","","hypothetical protein","1","1","1","1","11888","12","36","","2507","2507","2507","","DEIPBNHI_02436","","","","","","",""
"group_6360","","hypothetical protein","1","1","1","1","11141","1390","1","","716","716","716","","DEIPBNHI_02615","","","","","","",""
"group_6362","","hypothetical protein","1","1","1","1","12007","68","4","","230","230","230","","DEIPBNHI_02684","","","","","","",""
"group_6363","","hypothetical protein","1","1","1","1","12028","1470","1","","176","176","176","","DEIPBNHI_02728","","","","","","",""
"group_6364","","hypothetical protein","1","1","1","1","10772","14","36","","992","992","992","","DEIPBNHI_02735","","","","","","",""
"group_6365","traI","Multifunctional conjugation protein TraI","1","1","1","1","10773","14","37","","3560","3560","3560","","DEIPBNHI_02736","","","","","","",""
"rhtB","","Homoserine/homoserine lactone efflux protein","1","1","1","1","10766","14","64","","677","677","677","","DEIPBNHI_02743","","","","","","",""
"group_6367","gabR_1","HTH-type transcriptional regulatory protein GabR","1","1","1","1","10765","14","65","","1394","1394","1394","","DEIPBNHI_02744","","","","","","",""
"group_6368","","hypothetical protein","1","1","1","1","10764","14","66","","734","734","734","","DEIPBNHI_02745","","","","","","",""
"group_6369","","hypothetical protein","1","1","1","1","10763","14","67","","1016","1016","1016","","DEIPBNHI_02746","","","","","","",""
"group_6370","","hypothetical protein","1","1","1","1","10762","14","68","","521","521","521","","DEIPBNHI_02747","","","","","","",""
"group_6371","","putative HTH-type transcriptional regulator","1","1","1","1","10761","14","69","","596","596","596","","DEIPBNHI_02748","","","","","","",""
"group_6372","","Zinc-type alcohol dehydrogenase-like protein","1","1","1","1","10760","14","70","","962","962","962","","DEIPBNHI_02749","","","","","","",""
"group_6373","narX_1","Nitrate/nitrite sensor protein NarX","1","1","1","1","10759","14","71","","1250","1250","1250","","DEIPBNHI_02750","","","","","","",""
"group_6374","degU_4","Transcriptional regulatory protein DegU","1","1","1","1","10758","14","72","","671","671","671","","DEIPBNHI_02751","","","","","","",""
"group_6375","drrA_2","Daunorubicin/doxorubicin resistance ATP-binding protein DrrA","1","1","1","1","10757","14","73","","905","905","905","","DEIPBNHI_02752","","","","","","",""
"group_6376","","hypothetical protein","1","1","1","1","10756","14","74","","728","728","728","","DEIPBNHI_02753","","","","","","",""
"group_6377","","hypothetical protein","1","1","1","1","10755","14","75","","752","752","752","","DEIPBNHI_02754","","","","","","",""
"group_6378","","hypothetical protein","1","1","1","1","10754","14","76","","362","362","362","","DEIPBNHI_02755","","","","","","",""
"rclR_1","","RCS-specific HTH-type transcriptional activator RclR","1","1","1","1","10753","14","77","","920","920","920","","DEIPBNHI_02756","","","","","","",""
"adhR","","HTH-type transcriptional regulator AdhR","1","1","1","1","10752","14","78","","416","416","416","","DEIPBNHI_02757","","","","","","",""
"group_6381","hhaIM","Modification methylase HhaI","1","1","1","1","10751","14","79","","1118","1118","1118","","DEIPBNHI_02758","","","","","","",""
"group_6382","ydhP_2","Inner membrane transport protein YdhP","1","1","1","1","10750","14","80","","1244","1244","1244","","DEIPBNHI_02759","","","","","","",""
"group_6383","fabG_8","3-oxoacyl-[acyl-carrier-protein] reductase FabG","1","1","1","1","10749","14","81","","785","785","785","","DEIPBNHI_02760","","","","","","",""
"group_6384","nlhH_4","Carboxylesterase NlhH","1","1","1","1","10748","14","82","","779","779","779","","DEIPBNHI_02761","","","","","","",""
"group_6385","","hypothetical protein","1","1","1","1","10747","14","83","","530","530","530","","DEIPBNHI_02762","","","","","","",""
"group_6386","limB_3","Limonene 1,2-monooxygenase","1","1","1","1","10746","14","84","","914","914","914","","DEIPBNHI_02763","","","","","","",""
"group_6387","","hypothetical protein","1","1","1","1","10745","14","85","","875","875","875","","DEIPBNHI_02764","","","","","","",""
"group_6388","efpA","putative MFS-type transporter EfpA","1","1","1","1","10744","14","86","","1466","1466","1466","","DEIPBNHI_02765","","","","","","",""
"rclR_2","","RCS-specific HTH-type transcriptional activator RclR","1","1","1","1","10743","14","87","","923","923","923","","DEIPBNHI_02766","","","","","","",""
"group_6390","","hypothetical protein","1","1","1","1","10742","14","88","","1106","1106","1106","","DEIPBNHI_02767","","","","","","",""
"group_6391","","hypothetical protein","1","1","1","1","10741","14","89","","920","920","920","","DEIPBNHI_02768","","","","","","",""
"group_6392","","hypothetical protein","1","1","1","1","10740","14","90","","917","917","917","","DEIPBNHI_02769","","","","","","",""
"group_6393","","hypothetical protein","1","1","1","1","10739","14","91","","404","404","404","","DEIPBNHI_02770","","","","","","",""
"group_6394","","hypothetical protein","1","1","1","1","10738","14","92","","872","872","872","","DEIPBNHI_02771","","","","","","",""
"noc_1","","Nucleoid occlusion protein","1","1","1","1","10737","14","99","","1052","1052","1052","","DEIPBNHI_02772","","","","","","",""
"group_6396","","hypothetical protein","1","1","1","1","10736","14","98","","677","677","677","","DEIPBNHI_02773","","","","","","",""
"group_6397","mepM_1","Murein DD-endopeptidase MepM","1","1","1","1","10735","14","97","","1667","1667","1667","","DEIPBNHI_02774","","","","","","",""
"group_6398","","hypothetical protein","1","1","1","1","10734","14","96","","266","266","266","","DEIPBNHI_02775","","","","","","",""
"group_6399","","hypothetical protein","1","1","1","1","10733","14","95","","269","269","269","","DEIPBNHI_02776","","","","","","",""
"group_6400","","hypothetical protein","1","1","1","1","10732","14","94","","1370","1370","1370","","DEIPBNHI_02777","","","","","","",""
"group_6401","","hypothetical protein","1","1","1","1","10731","14","93","","1487","1487","1487","","DEIPBNHI_02778","","","","","","",""
"group_6402","","hypothetical protein","1","1","1","75","1","1348","1","Investigate","1310","1310","1310","","DEIPBNHI_02779","","","","","","",""
"group_6411","","Putative prophage phiRv2 integrase","1","1","1","1","7028","1287","10","","1121","1121","1121","","DEIPBNHI_03108","","","","","","",""
"group_6412","","hypothetical protein","1","1","1","1","7027","1287","9","","452","452","452","","DEIPBNHI_03109","","","","","","",""
"group_6413","","hypothetical protein","1","1","1","1","7026","1287","8","","209","209","209","","DEIPBNHI_03110","","","","","","",""
"group_6414","","hypothetical protein","1","1","1","1","7025","1287","7","","587","587","587","","DEIPBNHI_03111","","","","","","",""
