tax_id	GeneID	Symbol	LocusTag	Synonyms	dbXrefs	chromosome	map_location	description	type_of_gene	Symbol_from_nomenclature_authority	Full_name_from_nomenclature_authority	Nomenclature_status	Other_designations	Modification_date	Feature_type
1344584	24794603	AFULGI_RS05205	AFULGI_RS05205	AFULGI_00010920	-	-	-	replication/maintenance protein	protein-coding	-	-	-	-	20170411	-
1344584	24794801	AFULGI_RS06195	AFULGI_RS06195	AFULGI_00012940	-	-	-	replication protein C	protein-coding	-	-	-	-	20160917	-
1344584	24795464	AFULGI_RS09510	AFULGI_RS09510	AFULGI_00019710	-	-	-	acetolactate synthase catalytic subunit	protein-coding	-	-	-	-	20160917	-
1344584	24795885	AFULGI_RS11615	AFULGI_RS11615	AFULGI_00024070	-	-	-	cation-efflux pump	protein-coding	-	-	-	-	20170411	-
1344584	24795995	AFULGI_RS12165	AFULGI_RS12165	AFULGI_00025260	-	-	-	catalase-peroxidase	protein-coding	-	-	-	-	20170411	-
1344584	24796068	AFULGI_RS12530	AFULGI_RS12530	AFULGI_00026020	-	-	-	30S ribosomal protein S6 modification protein RimK	protein-coding	-	-	-	-	20160917	-
1344584	24796126	AFULGI_RS12820	AFULGI_RS12820	AFULGI_00026650	-	-	-	tRNA uridine(34) 5-carboxymethylaminomethyl modification radical SAM/GNAT enzyme Elp3	protein-coding	-	-	-	-	20170411	-
1346614	29901998	M495_RS16215	M495_RS16215	M495_16545	-	-	-	trimethylamine N-oxide reductase catalytic subunit TorA	protein-coding	-	-	-	-	20170421	-
1346614	29902010	M495_RS24390	M495_RS24390	M495_24865	-	-	-	tRNA modification GTPase	protein-coding	-	-	-	-	20170421	-
1346614	29902021	M495_RS18200	M495_RS18200	M495_18565	-	-	-	primosomal protein N' (replication factor Y) - superfamily II helicase	protein-coding	-	-	-	-	20170421	-
1346614	29902278	M495_RS01210	M495_RS01210	M495_01215	-	-	-	cation acetate symporter	protein-coding	-	-	-	-	20170421	-
1346614	29902578	M495_RS16500	M495_RS16500	M495_16835	-	-	-	catalase	protein-coding	-	-	-	-	20170421	-
1346614	29903153	M495_RS23680	M495_RS23680	M495_24130	-	-	-	cation-efflux pump FieF	protein-coding	-	-	-	-	20170421	-
1346614	29903275	M495_RS12345	M495_RS12345	M495_12575	-	-	-	cation transporter	protein-coding	-	-	-	-	20181013	-
1346614	29903342	M495_RS15975	M495_RS15975	M495_16305	-	-	-	catalase-peroxidase	protein-coding	-	-	-	-	20170421	-
1346614	29903378	M495_RS14235	M495_RS14235	M495_14505	-	-	-	replication protein P	protein-coding	-	-	-	-	20170421	-
1346614	29903524	flgD	M495_RS14960	M495_15275	-	-	-	flagellar basal body rod modification protein	protein-coding	-	-	-	-	20181013	-
1346614	29903758	M495_RS19680	M495_RS19680	M495_20085	-	-	-	D-tagatose-bisphosphate aldolase, class II, non-catalytic subunit	protein-coding	-	-	-	-	20170421	-
1346614	29903820	M495_RS05710	M495_RS05710	M495_05765	-	-	-	translocation protein TolB	protein-coding	-	-	-	-	20171201	-
1346614	29903964	M495_RS17195	M495_RS17195	M495_17535	-	-	-	Na+-translocating NADH-quinone reductase subunit E	protein-coding	-	-	-	-	20180512	-
1346614	29903980	M495_RS11145	M495_RS11145	M495_11345	-	-	-	DNA replication terminus site-binding protein	protein-coding	-	-	-	-	20170421	-
1346614	29904133	M495_RS02495	M495_RS02495	M495_02510	-	-	-	4-hydroxyphenylacetate catabolism regulatory protein HpaA	protein-coding	-	-	-	-	20180213	-
1346614	29904191	M495_RS21970	M495_RS21970	M495_22400	-	-	-	replicative DNA helicase	protein-coding	-	-	-	-	20180512	-
1346614	29905221	dnaA	M495_RS00005	M495_00005	-	-	-	chromosomal replication initiation protein DnaA	protein-coding	-	-	-	-	20180512	-
1346614	29905723	M495_RS05520	M495_RS05520	M495_05570	-	-	-	replication initiation regulator SeqA	protein-coding	-	-	-	-	20170421	-
1346614	29905758	M495_RS02005	M495_RS02005	M495_02010	-	-	-	magnesium-translocating P-type ATPase	protein-coding	-	-	-	-	20170421	-
1346614	29905842	bcsA	M495_RS00560	M495_00560	-	-	-	UDP-forming cellulose synthase catalytic subunit	protein-coding	-	-	-	-	20170421	-
1346614	29905844	chaB	M495_RS14715	M495_15020	-	-	-	cation transport regulator	protein-coding	-	-	-	-	20170421	-
1346614	29905846	M495_RS15210	M495_RS15210	M495_15535	-	-	-	magnesium-translocating P-type ATPase	protein-coding	-	-	-	-	20170421	-
1346614	29906036	M495_RS23390	M495_RS23390	M495_23840	-	-	-	acetolactate synthase 2 catalytic subunit	protein-coding	-	-	-	-	20181013	-
1346614	29906072	M495_RS02450	M495_RS02450	M495_02465	-	-	-	homoprotocatechuate degradation operon regulator, HpaR	protein-coding	-	-	-	-	20180512	-
1346614	29906092	M495_RS00015	M495_RS00015	M495_00015	-	-	-	DNA replication and repair protein RecF	protein-coding	-	-	-	-	20180512	-
1346614	29906438	M495_RS09825	M495_RS09825	M495_09960	-	-	-	myo-inositol catabolism protein	protein-coding	-	-	-	-	20170421	-
1346614	29906716	M495_RS12745	M495_RS12745	M495_12990	-	-	-	copper-translocating P-type ATPase	protein-coding	-	-	-	-	20170421	-
1346614	30329055	M495_RS24750	M495_RS24750	-	-	-	-	primosomal replication protein N	protein-coding	-	-	-	-	20170421	-
1348623	29906904	BG04_RS00070	BG04_RS00070	BG04_6028	-	-	-	replication protein	protein-coding	-	-	-	-	20170411	-
1348623	29907088	BG04_RS16015	BG04_RS16015	BG04_3202	-	-	-	cation acetate symporter	protein-coding	-	-	-	-	20170510	-
1348623	29907578	BG04_RS14325	BG04_RS14325	BG04_2858	-	-	-	30S ribosomal protein S6 modification protein RimK	protein-coding	-	-	-	-	20170923	-
1348623	29907817	BG04_RS13390	BG04_RS13390	BG04_2665	-	-	-	heavy metal translocating P-type ATPase	protein-coding	-	-	-	-	20170411	-
1348623	29908318	BG04_RS11700	BG04_RS11700	BG04_2328	-	-	-	DNA replication initiation control protein YabA	protein-coding	-	-	-	-	20170411	-
1348623	29908379	BG04_RS11465	BG04_RS11465	BG04_2280	-	-	-	DNA replication and repair protein RecF	protein-coding	-	-	-	-	20180124	-
1348623	29908384	BG04_RS11450	BG04_RS11450	BG04_2277	-	-	-	chromosomal replication initiation protein DnaA	protein-coding	-	-	-	-	20170923	-
1348623	29908391	BG04_RS11425	BG04_RS11425	BG04_2272	-	-	-	tRNA modification GTPase	protein-coding	-	-	-	-	20170923	-
1348623	29908415	BG04_RS11340	BG04_RS11340	BG04_2255	-	-	-	replicative DNA helicase	protein-coding	-	-	-	-	20170906	-
1348623	29908437	BG04_RS11260	BG04_RS11260	BG04_2238	-	-	-	2-oxoglutarate translocator	protein-coding	-	-	-	-	20170411	-
1348623	29908442	BG04_RS11240	BG04_RS11240	BG04_2234	-	-	-	catalase	protein-coding	-	-	-	-	20170923	-
1348623	29908731	BG04_RS17055	BG04_RS17055	BG04_3411	-	-	-	Teichoic acid translocation permease TagG	protein-coding	-	-	-	-	20170411	-
1348623	29908861	BG04_RS09755	BG04_RS09755	BG04_1932	-	-	-	monovalent cation/H+ antiporter subunit F	protein-coding	-	-	-	-	20170923	-
1348623	29909040	BG04_RS09135	BG04_RS09135	BG04_1808	-	-	-	catabolite control protein A	protein-coding	-	-	-	-	20180124	-
1348623	29909130	BG04_RS08835	BG04_RS08835	BG04_1747	-	-	-	Replication initiation and membrane attachment protein	protein-coding	-	-	-	-	20170923	-
1348623	29909942	BG04_RS06040	BG04_RS06040	BG04_1169	-	-	-	dihydroorotate dehydrogenase B catalytic subunit	protein-coding	-	-	-	-	20170923	-
1348623	29909946	BG04_RS06020	BG04_RS06020	BG04_1165	-	-	-	calcium-translocating P-type ATPase, SERCA-type	protein-coding	-	-	-	-	20170923	-
1348623	29910104	BG04_RS05455	BG04_RS05455	BG04_1052	-	-	-	translocation-enhancing protein TepA	protein-coding	-	-	-	-	20170411	-
1348623	29910154	BG04_RS05260	BG04_RS05260	BG04_1013	-	-	-	cation diffusion facilitator transporter	protein-coding	-	-	-	-	20170923	-
1348623	29910224	BG04_RS05020	BG04_RS05020	BG04_960	-	-	-	dicarboxylate/amino acid:cation symporter	protein-coding	-	-	-	-	20170411	-
1348623	29910306	BG04_RS18435	BG04_RS18435	BG04_3693	-	-	-	DNA replication protein DnaD	protein-coding	-	-	-	-	20180124	-
1348623	29910336	BG04_RS04630	BG04_RS04630	BG04_877	-	-	-	replication protein	protein-coding	-	-	-	-	20170411	-
1348623	29910364	BG04_RS04520	BG04_RS04520	BG04_855	-	-	-	catalase HPII	protein-coding	-	-	-	-	20170411	-
1348623	29910732	BG04_RS03210	BG04_RS03210	BG04_572	-	-	-	cation diffusion facilitator transporter	protein-coding	-	-	-	-	20170411	-
1348623	29910849	BG04_RS21700	BG04_RS21700	BG04_4391	-	-	-	replication protein	protein-coding	-	-	-	-	20170923	-
1348623	29911062	BG04_RS23715	BG04_RS23715	BG04_4807	-	-	-	cation transporter	protein-coding	-	-	-	-	20170906	-
1348623	29911337	BG04_RS01000	BG04_RS01000	BG04_118	-	-	-	manganese catalase	protein-coding	-	-	-	-	20171220	-
1348623	29911338	BG04_RS00995	BG04_RS00995	BG04_117	-	-	-	catalase	protein-coding	-	-	-	-	20170923	-
1348623	29911350	BG04_RS00940	BG04_RS00940	BG04_104	-	-	-	replication protein	protein-coding	-	-	-	-	20170923	-
1348623	29911393	BG04_RS00785	BG04_RS00785	BG04_72	-	-	-	heavy metal translocating P-type ATPase	protein-coding	-	-	-	-	20170411	-
1348623	29911757	BG04_RS27200	BG04_RS27200	BG04_5538	-	-	-	purine catabolism regulatory protein	protein-coding	-	-	-	-	20170923	-
1348623	29911763	BG04_RS27215	BG04_RS27215	BG04_5541	-	-	-	catalase	protein-coding	-	-	-	-	20170411	-
1348623	29912031	BG04_RS21350	BG04_RS21350	BG04_4318	-	-	-	replication terminator protein	protein-coding	-	-	-	-	20170906	-
1348623	29912165	BG04_RS20970	BG04_RS20970	BG04_4237	-	-	-	copper-translocating P-type ATPase	protein-coding	-	-	-	-	20170411	-
1348623	29912396	BG04_RS28870	BG04_RS28870	BG04_5906	-	-	-	catalase	protein-coding	-	-	-	-	20170411	-
1348626	35889190	BCI01S_RS23715	BCI01S_RS23715	-	-	-	-	type I restriction-modification system subunit M	protein-coding	-	-	-	-	20180721	-
1348626	35889341	BCI01S_RS24335	BCI01S_RS24335	-	-	-	-	manganese catalase	protein-coding	-	-	-	-	20180721	-
1348626	35889343	BCI01S_RS24340	BCI01S_RS24340	-	-	-	-	cadmium-translocating P-type ATPase	protein-coding	-	-	-	-	20180721	-
1348626	35889433	BCI01S_RS17525	BCI01S_RS17525	-	-	-	-	cation transporter	protein-coding	-	-	-	-	20180216	-
1348626	35889531	BCI01S_RS04080	BCI01S_RS04080	-	-	-	-	cation-translocating P-type ATPase	protein-coding	-	-	-	-	20180215	-
1348626	35889629	BCI01S_RS03590	BCI01S_RS03590	-	-	-	-	aspartate carbamoyltransferase catalytic subunit	protein-coding	-	-	-	-	20180216	-
1348626	35889638	BCI01S_RS03545	BCI01S_RS03545	-	-	-	-	calcium-translocating P-type ATPase, SERCA-type	protein-coding	-	-	-	-	20180216	-
1348626	35889771	BCI01S_RS02880	BCI01S_RS02880	-	-	-	-	translocation-enhancing protein TepA	protein-coding	-	-	-	-	20180216	-
1348626	35889912	BCI01S_RS05305	BCI01S_RS05305	-	-	-	-	monovalent cation/H+ antiporter subunit B	protein-coding	-	-	-	-	20180216	-
1348626	35889936	BCI01S_RS05290	BCI01S_RS05290	-	-	-	-	monovalent cation/H+ antiporter subunit E	protein-coding	-	-	-	-	20180216	-
1348626	35889937	BCI01S_RS05905	BCI01S_RS05905	-	-	-	-	replicative DNA helicase	protein-coding	-	-	-	-	20180216	-
1348626	35890026	BCI01S_RS06020	BCI01S_RS06020	-	-	-	-	DNA replication and repair protein RecF	protein-coding	-	-	-	-	20180215	-
1348626	35890052	BCI01S_RS05285	BCI01S_RS05285	-	-	-	-	monovalent cation/H+ antiporter subunit F	protein-coding	-	-	-	-	20180216	-
1348626	35890134	BCI01S_RS06005	BCI01S_RS06005	-	-	-	-	chromosomal replication initiator protein DnaA	protein-coding	-	-	-	-	20180215	-
1348626	35890176	BCI01S_RS05190	BCI01S_RS05190	-	-	-	-	catalase HPII	protein-coding	-	-	-	-	20180721	-
1348626	35891113	BCI01S_RS10040	BCI01S_RS10040	-	-	-	-	cation transporter	protein-coding	-	-	-	-	20180216	-
1348626	35891148	BCI01S_RS11345	BCI01S_RS11345	-	-	-	-	catabolite control protein A	protein-coding	-	-	-	-	20180216	-
1348626	35891157	BCI01S_RS11000	BCI01S_RS11000	-	-	-	-	Replication initiation and membrane attachment protein	protein-coding	-	-	-	-	20180721	-
1348626	35891536	BCI01S_RS12525	BCI01S_RS12525	-	-	-	-	sporulation inhibitor of replication protein SirA	protein-coding	-	-	-	-	20180216	-
1348626	35891654	BCI01S_RS12900	BCI01S_RS12900	-	-	-	-	monovalent cation/H+ antiporter subunit F	protein-coding	-	-	-	-	20180216	-
1348626	35891664	BCI01S_RS12850	BCI01S_RS12850	-	-	-	-	divalent metal cation transporter	protein-coding	-	-	-	-	20180721	-
1348626	35891681	BCI01S_RS12880	BCI01S_RS12880	-	-	-	-	monovalent cation/H+ antiporter subunit B	protein-coding	-	-	-	-	20180216	-
1348626	35891707	BCI01S_RS13445	BCI01S_RS13445	-	-	-	-	copper-translocating P-type ATPase	protein-coding	-	-	-	-	20180215	-
1348626	35891711	BCI01S_RS13410	BCI01S_RS13410	-	-	-	-	catalase	protein-coding	-	-	-	-	20180216	-
1348626	35892132	BCI01S_RS15315	BCI01S_RS15315	-	-	-	-	cadmium-translocating P-type ATPase	protein-coding	-	-	-	-	20180721	-
1348626	35892420	BCI01S_RS17120	BCI01S_RS17120	-	-	-	-	cation/acetate symporter ActP	protein-coding	-	-	-	-	20180216	-
1348626	35892445	BCI01S_RS17110	BCI01S_RS17110	-	-	-	-	manganese catalase	protein-coding	-	-	-	-	20180215	-
1348626	35892468	BCI01S_RS17205	BCI01S_RS17205	-	-	-	-	cation transporter	protein-coding	-	-	-	-	20180216	-
1348626	35892569	BCI01S_RS00910	BCI01S_RS00910	-	-	-	-	cation transporter	protein-coding	-	-	-	-	20180216	-
1348626	35892694	BCI01S_RS00565	BCI01S_RS00565	-	-	-	-	catalase	protein-coding	-	-	-	-	20180721	-
1348626	35893283	BCI01S_RS19395	BCI01S_RS19395	-	-	-	-	replication-associated recombination protein A	protein-coding	-	-	-	-	20180215	-
1348626	35893458	BCI01S_RS20150	BCI01S_RS20150	-	-	-	-	cation transporter	protein-coding	-	-	-	-	20180721	-
1348626	35893715	BCI01S_RS21230	BCI01S_RS21230	-	-	-	-	catalase	protein-coding	-	-	-	-	20180216	-
1348626	35893913	BCI01S_RS22355	BCI01S_RS22355	-	-	-	-	DNA replication initiation control protein YabA	protein-coding	-	-	-	-	20180216	-
1349767	29913364	GJA_RS05265	GJA_RS05265	GJA_1116	-	I	-	protocatechuate 3,4-dioxygenase subunit beta	protein-coding	-	-	-	-	20170411	-
1349767	29913366	GJA_RS05260	GJA_RS05260	GJA_1115	-	I	-	protocatechuate 3,4-dioxygenase	protein-coding	-	-	-	-	20170411	-
1349767	29913502	GJA_RS04810	GJA_RS04810	GJA_1020	-	I	-	catalase HPII	protein-coding	-	-	-	-	20170411	-
1349767	29913738	GJA_RS04070	GJA_RS04070	GJA_853	-	I	-	cation transporter	protein-coding	-	-	-	-	20170411	-
1349767	29913741	GJA_RS04055	GJA_RS04055	GJA_850	-	I	-	magnesium-translocating P-type ATPase	protein-coding	-	-	-	-	20170411	-
1349767	29913761	GJA_RS03815	GJA_RS03815	GJA_797	-	I	-	cation transporter	protein-coding	-	-	-	-	20170411	-
1349767	29913826	GJA_RS25385	GJA_RS25385	GJA_5465	-	I	-	group 1 truncated hemoglobin	protein-coding	-	-	-	-	20170411	-
1349767	29913854	GJA_RS25270	GJA_RS25270	GJA_5439	-	I	-	copper-translocating P-type ATPase	protein-coding	-	-	-	-	20170411	-
1349767	29913997	GJA_RS24605	GJA_RS24605	GJA_5295	-	I	-	type I restriction-modification system subunit M	protein-coding	-	-	-	-	20170411	-
1349767	29914013	GJA_RS00450	GJA_RS00450	GJA_91	-	I	-	chromosome replication initiation inhibitor protein	protein-coding	-	-	-	-	20170411	-
1349767	29914154	GJA_RS23890	GJA_RS23890	GJA_5143	-	I	-	type I restriction-modification system subunit M	protein-coding	-	-	-	-	20170411	-
1349767	29914155	GJA_RS23885	GJA_RS23885	GJA_5142	-	I	-	type I restriction modification protein subunit S	protein-coding	-	-	-	-	20170906	-
1349767	29914471	GJA_RS01105	GJA_RS01105	GJA_227	-	I	-	tRNA modification GTPase	protein-coding	-	-	-	-	20170411	-
1349767	29914642	hppA	GJA_RS18680	GJA_4026	-	I	-	sodium-translocating pyrophosphatase	protein-coding	-	-	-	-	20170411	-
1349767	29914650	GJA_RS01085	GJA_RS01085	GJA_223	-	I	-	chromosomal replication initiation protein DnaA	protein-coding	-	-	-	-	20170411	-
1349767	29914729	GJA_RS18300	GJA_RS18300	GJA_3947	-	I	-	propionate catabolism operon regulatory protein PrpR	protein-coding	-	-	-	-	20170411	-
1349767	29914848	GJA_RS17730	GJA_RS17730	GJA_3824	-	I	-	translocation protein TolB	protein-coding	-	-	-	-	20170411	-
1349767	29914855	GJA_RS17695	GJA_RS17695	GJA_3816	-	I	-	type IV pilus modification protein PilV	protein-coding	-	-	-	-	20170411	-
1349767	29915066	GJA_RS16700	GJA_RS16700	GJA_3599	-	I	-	primosomal replication protein N	protein-coding	-	-	-	-	20170411	-
1349767	29915069	GJA_RS16685	GJA_RS16685	GJA_3595	-	I	-	replicative DNA helicase	protein-coding	-	-	-	-	20170411	-
1349767	29915079	GJA_RS16635	GJA_RS16635	GJA_3584	-	I	-	copper-translocating P-type ATPase	protein-coding	-	-	-	-	20170411	-
1349767	29915217	GJA_RS13155	GJA_RS13155	GJA_2829	-	I	-	magnesium-translocating P-type ATPase	protein-coding	-	-	-	-	20170411	-
1349767	29915413	GJA_RS12245	GJA_RS12245	GJA_2622	-	I	-	catalase	protein-coding	-	-	-	-	20170411	-
1349767	29915448	GJA_RS12080	GJA_RS12080	GJA_2587	-	I	-	cadmium-translocating P-type ATPase	protein-coding	-	-	-	-	20170908	-
1349767	29915598	GJA_RS02120	GJA_RS02120	GJA_440	-	I	-	catalase	protein-coding	-	-	-	-	20170411	-
1349767	29916064	GJA_RS02135	GJA_RS02135	GJA_443	-	I	-	catalase	protein-coding	-	-	-	-	20170411	-
1349767	29916146	GJA_RS00940	GJA_RS00940	GJA_190	-	I	-	catecholate siderophore receptor Fiu	protein-coding	-	-	-	-	20170411	-
1349767	29916183	GJA_RS02330	GJA_RS02330	GJA_483	-	I	-	chromosome replication initiation inhibitor protein	protein-coding	-	-	-	-	20170411	-
1349767	29916276	GJA_RS05750	GJA_RS05750	GJA_1224	-	I	-	flagellar basal body rod modification protein FlgD	protein-coding	-	-	-	-	20170411	-
1349767	29916454	GJA_RS22195	GJA_RS22195	GJA_4779	-	I	-	translocation/assembly module TamB	protein-coding	-	-	-	-	20170411	-
1349767	29916626	GJA_RS21395	GJA_RS21395	GJA_4613	-	I	-	catalase	protein-coding	-	-	-	-	20170411	-
1349767	29917238	GJA_RS09760	GJA_RS09760	GJA_2091	-	I	-	catalase	protein-coding	-	-	-	-	20170411	-
1349767	29917372	GJA_RS09185	GJA_RS09185	GJA_1963	-	I	-	cation transporter	protein-coding	-	-	-	-	20170411	-
1349767	29917429	GJA_RS08930	GJA_RS08930	GJA_1910	-	I	-	flagellar basal body rod modification protein	protein-coding	-	-	-	-	20170411	-
1349767	29917643	GJA_RS02440	GJA_RS02440	GJA_507	-	I	-	cation acetate symporter	protein-coding	-	-	-	-	20170411	-
1349768	34406719	KKR01S_RS09845	KKR01S_RS09845	-	-	-	-	copper-translocating P-type ATPase	protein-coding	-	-	-	-	20180721	-
1349768	34406731	KKR01S_RS09880	KKR01S_RS09880	-	-	-	-	cation transporter	protein-coding	-	-	-	-	20180707	-
1349768	34406735	KKR01S_RS09830	KKR01S_RS09830	-	-	-	-	heavy metal translocating P-type ATPase	protein-coding	-	-	-	-	20180707	-
1349768	34406736	cadA	KKR01S_RS09900	-	-	-	-	heavy metal translocating P-type ATPase	protein-coding	-	-	-	-	20171022	-
1349768	34406834	KKR01S_RS09795	KKR01S_RS09795	-	-	-	-	cation diffusion facilitator family transporter	protein-coding	-	-	-	-	20180721	-
1349768	34406946	KKR01S_RS07260	KKR01S_RS07260	-	-	-	-	cation transporter	protein-coding	-	-	-	-	20180721	-
1349768	34407012	KKR01S_RS01750	KKR01S_RS01750	-	-	-	-	chromosomal replication initiation protein DnaA	protein-coding	-	-	-	-	20180721	-
1349768	34407063	KKR01S_RS01990	KKR01S_RS01990	-	-	-	-	plasmid replication-like protein	protein-coding	-	-	-	-	20171022	-
1349768	34407123	KKR01S_RS01870	KKR01S_RS01870	-	-	-	-	intein-containing replicative DNA helicase	protein-coding	-	-	-	-	20180721	-
1349768	34407159	KKR01S_RS01260	KKR01S_RS01260	-	-	-	-	cation transport regulator ChaB	protein-coding	-	-	-	-	20180721	-
1349768	34407193	KKR01S_RS01740	KKR01S_RS01740	-	-	-	-	DNA replication and repair protein RecF	protein-coding	-	-	-	-	20171022	-
1349768	34407343	KKR01S_RS02705	KKR01S_RS02705	-	-	-	-	cation acetate symporter	protein-coding	-	-	-	-	20171022	-
1349768	34407410	KKR01S_RS03785	KKR01S_RS03785	-	-	-	-	cation:proton antiporter	protein-coding	-	-	-	-	20171028	-
1349768	34407439	KKR01S_RS03550	KKR01S_RS03550	-	-	-	-	cation transporter	protein-coding	-	-	-	-	20171022	-
1349768	34407689	KKR01S_RS04715	KKR01S_RS04715	-	-	-	-	copper-translocating P-type ATPase	protein-coding	-	-	-	-	20180721	-
1349768	34407701	KKR01S_RS04665	KKR01S_RS04665	-	-	-	-	divalent metal cation transporter MntH	protein-coding	-	-	-	-	20171022	-
1349768	34407831	KKR01S_RS05910	KKR01S_RS05910	-	-	-	-	replication-associated recombination protein A	protein-coding	-	-	-	-	20180721	-
1349768	34407844	KKR01S_RS05840	KKR01S_RS05840	-	-	-	-	aspartate carbamoyltransferase catalytic subunit	protein-coding	-	-	-	-	20180721	-
1349768	34407990	KKR01S_RS06025	KKR01S_RS06025	-	-	-	-	copper-translocating P-type ATPase	protein-coding	-	-	-	-	20171022	-
1349768	34407993	KKR01S_RS06415	KKR01S_RS06415	-	-	-	-	cation:proton antiporter	protein-coding	-	-	-	-	20180721	-
1349768	34408093	KKR01S_RS06545	KKR01S_RS06545	-	-	-	-	catalase	protein-coding	-	-	-	-	20180721	-
1349768	34408101	pcaH	KKR01S_RS06845	-	-	-	-	protocatechuate 3,4-dioxygenase subunit beta	protein-coding	-	-	-	-	20180721	-
1349768	34408380	KKR01S_RS07810	KKR01S_RS07810	-	-	-	-	divalent metal cation transporter	protein-coding	-	-	-	-	20171022	-
1349768	34408462	KKR01S_RS08160	KKR01S_RS08160	-	-	-	-	dicarboxylate/amino acid:cation symporter	protein-coding	-	-	-	-	20171022	-
1349768	34408716	KKR01S_RS09160	KKR01S_RS09160	-	-	-	-	alanine:cation symporter family protein	protein-coding	-	-	-	-	20171022	-
1349782	32031848	PPA03S_RS02370	PPA03S_RS02370	-	-	-	-	manganese catalase	protein-coding	-	-	-	-	20170422	-
1349782	32031881	PPA03S_RS02535	PPA03S_RS02535	-	-	-	-	replicative DNA helicase	protein-coding	-	-	-	-	20170422	-
1349782	32032406	PPA03S_RS05175	PPA03S_RS05175	-	-	-	-	cation transporter	protein-coding	-	-	-	-	20170422	-
1349782	32032919	PPA03S_RS07785	PPA03S_RS07785	-	-	-	-	catalase	protein-coding	-	-	-	-	20170422	-
1349782	32033184	PPA03S_RS09125	PPA03S_RS09125	-	-	-	-	copper-translocating P-type ATPase	protein-coding	-	-	-	-	20170422	-
1349782	32033451	PPA03S_RS10460	PPA03S_RS10460	-	-	-	-	copper-translocating P-type ATPase	protein-coding	-	-	-	-	20170908	-
1349782	32034462	PPA03S_RS15565	PPA03S_RS15565	-	-	-	-	catabolite control protein A	protein-coding	-	-	-	-	20180124	-
1349782	32034486	PPA03S_RS15685	PPA03S_RS15685	-	-	-	-	calcium-translocating P-type ATPase, SERCA-type	protein-coding	-	-	-	-	20170422	-
1349782	32034865	PPA03S_RS17595	PPA03S_RS17595	-	-	-	-	cation:proton antiporter	protein-coding	-	-	-	-	20180124	-
1349782	32035221	PPA03S_RS19390	PPA03S_RS19390	-	-	-	-	catalase	protein-coding	-	-	-	-	20170422	-
1349782	32035527	PPA03S_RS20960	PPA03S_RS20960	-	-	-	-	heavy metal translocating P-type ATPase	protein-coding	-	-	-	-	20170422	-
1349782	32035708	PPA03S_RS21865	PPA03S_RS21865	-	-	-	-	translocation-enhancing protein TepA	protein-coding	-	-	-	-	20170422	-
1349782	32035771	PPA03S_RS22180	PPA03S_RS22180	-	-	-	-	Replication termination protein	protein-coding	-	-	-	-	20170424	-
1349782	32035886	PPA03S_RS22755	PPA03S_RS22755	-	-	-	-	cadmium-translocating P-type ATPase	protein-coding	-	-	-	-	20170422	-
1349782	32035966	PPA03S_RS23160	PPA03S_RS23160	-	-	-	-	manganese catalase	protein-coding	-	-	-	-	20170422	-
1349782	32036325	PPA03S_RS24965	PPA03S_RS24965	-	-	-	-	divalent metal cation transporter	protein-coding	-	-	-	-	20170422	-
1349782	32036544	PPA03S_RS26080	PPA03S_RS26080	-	-	-	-	DNA replication protein DnaD	protein-coding	-	-	-	-	20170422	-
1349782	32036591	PPA03S_RS26315	PPA03S_RS26315	-	-	-	-	DNA replication and repair protein RecF	protein-coding	-	-	-	-	20170422	-
1349782	32036594	PPA03S_RS26330	PPA03S_RS26330	-	-	-	-	chromosomal replication initiation protein DnaA	protein-coding	-	-	-	-	20170908	-
1349782	32036635	PPA03S_RS26535	PPA03S_RS26535	-	-	-	-	replicative DNA helicase	protein-coding	-	-	-	-	20171220	-
1349782	32037070	PPA03S_RS28745	PPA03S_RS28745	-	-	-	-	copper-translocating P-type ATPase	protein-coding	-	-	-	-	20170908	-
1349782	32037250	PPA03S_RS29665	PPA03S_RS29665	-	-	-	-	DNA replication initiation control protein YabA	protein-coding	-	-	-	-	20180124	-
1349782	32037453	PPA03S_RS30695	PPA03S_RS30695	-	-	-	-	flagellar modification protein B	protein-coding	-	-	-	-	20170422	-
1354303	33117382	M917_RS06435	M917_RS06435	M917_1338	-	-	-	LysE family translocator	protein-coding	-	-	-	-	20170616	-
1354303	33117615	M917_RS07650	M917_RS07650	M917_1596	-	-	-	alanine:cation symporter family protein	protein-coding	-	-	-	-	20170616	-
1354303	33117620	M917_RS07660	M917_RS07660	M917_1598	-	-	-	cation acetate symporter	protein-coding	-	-	-	-	20170616	-
1354303	33117692	M917_RS13720	M917_RS13720	M917_1843	-	-	-	type IV pilus modification protein PilV	protein-coding	-	-	-	-	20170616	-
1354303	33117786	M917_RS09550	M917_RS09550	M917_1990	-	-	-	catechol 1,2-dioxygenase	protein-coding	-	-	-	-	20170616	-
1354303	33117867	M917_RS09870	M917_RS09870	M917_2061	-	-	-	catalase-peroxidase	protein-coding	-	-	-	-	20170614	-
1354303	33117875	M917_RS11240	M917_RS11240	M917_2349	-	-	-	Copper-translocating P-type ATPase	protein-coding	-	-	-	heavy metal translocating P-type ATPase	20170616	-
1354303	33118292	M917_RS13760	M917_RS13760	M917_2314	-	-	-	GIY-YIG catalytic domain containing protein	protein-coding	-	-	-	possible intron encoded endonuclease	20170616	-
1354303	33118435	M917_RS12670	M917_RS12670	M917_2654	-	-	-	replicative DNA helicase	protein-coding	-	-	-	-	20170616	-
