"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","Brachy_341_9.fa","Brachy_738_10.fa","Brachy_862_8.fa","Brachy_876_9.fa","Brachy_900_8.fa","Brachy_908_11.fa","Brachy_947_11.fa","Brachy_962_10.fa","Brachy_JB7.fa"
"atsA_3","","Arylsulfatase","1","1","1","13","7","85","4","","1433","1433","1433","HAJKDPKL_03685","","","","","","","",""
"araQ_26","","L-arabinose transport system permease protein AraQ","1","1","1","13","6","85","3","","905","905","905","HAJKDPKL_03686","","","","","","","",""
"lacF_21","","Lactose transport system permease protein LacF","1","1","1","13","5","85","2","","911","911","911","HAJKDPKL_03687","","","","","","","",""
"lacE_3","","Lactose-binding protein","1","1","1","13","4","85","1","","1283","1283","1283","HAJKDPKL_03688","","","","","","","",""
"group_1663","","hypothetical protein","1","1","1","28","1","128","1","Investigate","257","257","257","HAJKDPKL_03692","","","","","","","",""
"group_1664","","hypothetical protein","1","1","1","21","1","131","1","Investigate","128","128","128","HAJKDPKL_03693","","","","","","","",""
"group_1665","","hypothetical protein","1","1","1","21","2","131","2","Investigate","503","503","503","HAJKDPKL_03694","","","","","","","",""
"group_1666","","hypothetical protein","1","1","1","5","17","31","23","","695","695","695","HAJKDPKL_03700","","","","","","","",""
"xerD_2","","Tyrosine recombinase XerD","1","1","1","5","18","31","24","","980","980","980","HAJKDPKL_03701","","","","","","","",""
"group_1668","lsr2_2","Nucleoid-associated protein Lsr2","1","1","1","5","19","31","25","","314","314","314","HAJKDPKL_03702","","","","","","","",""
"group_1669","","hypothetical protein","1","1","1","5","20","31","26","","212","212","212","HAJKDPKL_03703","","","","","","","",""
"group_1671","","hypothetical protein","1","1","1","5","5","31","11","","716","716","716","HAJKDPKL_03706","","","","","","","",""
"group_1672","","hypothetical protein","1","1","1","5","4","31","10","","395","395","395","HAJKDPKL_03707","","","","","","","",""
"group_1673","","hypothetical protein","1","1","1","5","3","31","9","","389","389","389","HAJKDPKL_03708","","","","","","","",""
"group_1674","hin_4","DNA-invertase hin","1","1","1","5","2","31","8","","584","584","584","HAJKDPKL_03709","","","","","","","",""
"group_1675","","hypothetical protein","1","1","1","5","1","31","7","","818","818","818","HAJKDPKL_03710","","","","","","","",""
"group_1676","","hypothetical protein","1","1","1","15","4","101","4","","659","659","659","HAJKDPKL_03711","","","","","","","",""
"group_1677","","hypothetical protein","1","1","1","15","3","101","3","","509","509","509","HAJKDPKL_03712","","","","","","","",""
"nrdH_3","","Glutaredoxin-like protein NrdH","1","1","1","15","2","101","2","","263","263","263","HAJKDPKL_03713","","","","","","","",""
"xerC_4","","Tyrosine recombinase XerC","1","1","1","15","1","101","1","","1097","1097","1097","HAJKDPKL_03714","","","","","","","",""
"group_1680","","hypothetical protein","1","1","1","11","8","71","1","","2762","2762","2762","HAJKDPKL_03715","","","","","","","",""
"group_1681","","hypothetical protein","1","1","1","11","9","71","9","","383","383","383","HAJKDPKL_03716","","","","","","","",""
"group_1682","","hypothetical protein","1","1","1","11","7","71","8","","326","326","326","HAJKDPKL_03717","","","","","","","",""
"group_1683","","hypothetical protein","1","1","1","11","6","71","7","","443","443","443","HAJKDPKL_03718","","","","","","","",""
"orn","","Oligoribonuclease","1","1","1","11","5","71","6","","590","590","590","HAJKDPKL_03719","","","","","","","",""
"group_1685","","hypothetical protein","1","1","1","11","4","71","5","","866","866","866","HAJKDPKL_03720","","","","","","","",""
"group_1686","","hypothetical protein","1","1","1","11","3","71","4","","227","227","227","HAJKDPKL_03721","","","","","","","",""
"group_1687","","hypothetical protein","1","1","1","11","2","71","3","","1118","1118","1118","HAJKDPKL_03722","","","","","","","",""
"group_1688","","hypothetical protein","1","1","1","11","1","71","2","","1109","1109","1109","HAJKDPKL_03723","","","","","","","",""
"ccpA_14","","Catabolite control protein A","1","1","1","23","1","133","1","Investigate","1034","1034","1034","HAJKDPKL_03729","","","","","","","",""
"group_1693","","hypothetical protein","1","1","1","23","2","133","2","Investigate","452","452","452","HAJKDPKL_03730","","","","","","","",""
"group_1694","","hypothetical protein","1","1","1","22","1","118","1","Investigate","518","518","518","HAJKDPKL_03732","","","","","","","",""
"group_1697","","hypothetical protein","1","1","1","27","1","124","1","Investigate","284","284","284","HAJKDPKL_03736","","","","","","","",""
"group_1698","","hypothetical protein","1","1","1","17","2","105","1","","752","752","752","HAJKDPKL_03737","","","","","","","",""
"group_1699","","hypothetical protein","1","1","1","17","3","105","2","","641","641","641","HAJKDPKL_03738","","","","","","","",""
"ydaF_3","","Putative ribosomal N-acetyltransferase YdaF","1","1","1","17","1","105","3","","617","617","617","HAJKDPKL_03739","","","","","","","",""
"group_1701","","hypothetical protein","1","1","1","25","1","126","1","Investigate","260","260","260","HAJKDPKL_03740","","","","","","","",""
"group_173","","hypothetical protein","1","1","1","1","1225","24","1","","497","497","497","","","","","","","","MCMEOHNO_02255",""
"group_1748","","hypothetical protein","1","1","1","1","3232","281","1","","920","920","920","","JOIMIODL_00788","","","","","","",""
"group_1749","","hypothetical protein","1","1","1","1","3231","281","2","","674","674","674","","JOIMIODL_00789","","","","","","",""
"group_1750","","hypothetical protein","1","1","1","1","3230","281","6","","278","278","278","","JOIMIODL_00790","","","","","","",""
"group_1751","","hypothetical protein","1","1","1","1","1732","281","5","","269","269","269","","JOIMIODL_00791","","","","","","",""
"group_1752","","hypothetical protein","1","1","1","1","1733","281","4","","992","992","992","","JOIMIODL_00792","","","","","","",""
"xerD_1","","Tyrosine recombinase XerD","1","1","1","1","1734","281","3","","944","944","944","","JOIMIODL_00793","","","","","","",""
"group_1754","","hypothetical protein","1","1","1","1","3299","290","1","","944","944","944","","JOIMIODL_00857","","","","","","",""
"group_1755","cpsY_1","Exopolysaccharide phosphotransferase CpsY","1","1","1","1","3300","290","2","","2837","2837","2837","","JOIMIODL_00858","","","","","","",""
"group_1756","cpsY_2","Exopolysaccharide phosphotransferase CpsY","1","1","1","1","3301","290","3","","1916","1916","1916","","JOIMIODL_00859","","","","","","",""
"group_1757","","hypothetical protein","1","1","1","1","1722","270","10","","119","119","119","","JOIMIODL_00898","","","","","","",""
"fpg1_2","","Formamidopyrimidine-DNA glycosylase 1","1","1","1","1","1721","270","9","","698","698","698","","JOIMIODL_00899","","","","","","",""
"group_1759","","hypothetical protein","1","1","1","1","1720","270","8","","749","749","749","","JOIMIODL_00900","","","","","","",""
"group_1760","","hypothetical protein","1","1","1","1","1719","270","7","","815","815","815","","JOIMIODL_00901","","","","","","",""
"group_1761","natA_1","ABC transporter ATP-binding protein NatA","1","1","1","1","1718","270","6","","929","929","929","","JOIMIODL_00902","","","","","","",""
"group_1762","","hypothetical protein","1","1","1","1","1713","270","5","","1274","1274","1274","","JOIMIODL_00903","","","","","","",""
"group_1763","degU_1","Transcriptional regulatory protein DegU","1","1","1","1","1714","270","4","","734","734","734","","JOIMIODL_00904","","","","","","",""
"group_1764","","hypothetical protein","1","1","1","1","1717","270","1","","977","977","977","","JOIMIODL_00907","","","","","","",""
"group_1789","","hypothetical protein","1","1","1","1","1055","321","1","","137","137","137","","JOIMIODL_01738","","","","","","",""
"group_1793","","hypothetical protein","1","1","1","1","1447","2","23","","2003","2003","2003","","JOIMIODL_01841","","","","","","",""
"group_1794","","hypothetical protein","1","1","1","1","1446","2","22","","755","755","755","","JOIMIODL_01842","","","","","","",""
"group_1795","","hypothetical protein","1","1","1","1","1445","2","21","","611","611","611","","JOIMIODL_01843","","","","","","",""
"group_1796","","hypothetical protein","1","1","1","1","1444","2","20","","3482","3482","3482","","JOIMIODL_01844","","","","","","",""
"group_1797","","hypothetical protein","1","1","1","1","1443","2","19","","3458","3458","3458","","JOIMIODL_01845","","","","","","",""
"group_1798","","hypothetical protein","1","1","1","1","1442","2","18","","2492","2492","2492","","JOIMIODL_01846","","","","","","",""
"group_1799","","hypothetical protein","1","1","1","1","1441","2","17","","2201","2201","2201","","JOIMIODL_01847","","","","","","",""
"group_1800","","hypothetical protein","1","1","1","1","1440","2","16","","341","341","341","","JOIMIODL_01848","","","","","","",""
"group_1805","","hypothetical protein","1","1","1","1","2492","346","1","","701","701","701","","JOIMIODL_02036","","","","","","",""
"group_1807","","hypothetical protein","1","1","1","1","2048","336","1","","239","239","239","","JOIMIODL_02097","","","","","","",""
"group_1811","","hypothetical protein","1","1","1","36","1","278","5","","512","512","512","","JOIMIODL_02279","","","","","","",""
"group_1812","","hypothetical protein","1","1","1","36","2","278","6","","626","626","626","","JOIMIODL_02280","","","","","","",""
"group_1813","","hypothetical protein","1","1","1","36","3","278","4","","158","158","158","","JOIMIODL_02281","","","","","","",""
"group_1814","","hypothetical protein","1","1","1","36","6","278","3","","1340","1340","1340","","JOIMIODL_02282","","","","","","",""
"group_1815","","hypothetical protein","1","1","1","36","5","278","2","","2063","2063","2063","","JOIMIODL_02283","","","","","","",""
"group_1816","","hypothetical protein","1","1","1","36","4","278","1","","1667","1667","1667","","JOIMIODL_02284","","","","","","",""
"mrr_1","","Mrr restriction system protein","1","1","1","1","2332","5","26","","950","950","950","","JOIMIODL_02406","","","","","","",""
"group_1820","","hypothetical protein","1","1","1","1","2333","5","27","","2507","2507","2507","","JOIMIODL_02407","","","","","","",""
"group_1839","","hypothetical protein","1","1","1","1","1760","348","1","","716","716","716","","JOIMIODL_02581","","","","","","",""
"group_1841","","hypothetical protein","1","1","1","1","2262","116","2","","713","713","713","","JOIMIODL_02672","","","","","","",""
"group_1842","","hypothetical protein","1","1","1","1","2240","312","1","","176","176","176","","JOIMIODL_02691","","","","","","",""
"group_1843","","hypothetical protein","1","1","1","1","2092","3","18","","992","992","992","","JOIMIODL_02697","","","","","","",""
"traI","","Multifunctional conjugation protein TraI","1","1","1","1","2093","3","19","","3560","3560","3560","","JOIMIODL_02698","","","","","","",""
"rhtB","","Homoserine/homoserine lactone efflux protein","1","1","1","1","2129","3","60","","677","677","677","","JOIMIODL_02705","","","","","","",""
"gabR","","HTH-type transcriptional regulatory protein GabR","1","1","1","1","2128","3","59","","1430","1430","1430","","JOIMIODL_02706","","","","","","",""
"group_1847","","hypothetical protein","1","1","1","1","2127","3","58","","695","695","695","","JOIMIODL_02707","","","","","","",""
"group_1848","","hypothetical protein","1","1","1","1","2126","3","57","","974","974","974","","JOIMIODL_02708","","","","","","",""
"group_1849","","hypothetical protein","1","1","1","1","2125","3","56","","521","521","521","","JOIMIODL_02709","","","","","","",""
"group_1850","","putative HTH-type transcriptional regulator","1","1","1","1","2124","3","55","","596","596","596","","JOIMIODL_02710","","","","","","",""
"group_1851","","Zinc-type alcohol dehydrogenase-like protein","1","1","1","1","2123","3","54","","962","962","962","","JOIMIODL_02711","","","","","","",""
"narX_1","","Nitrate/nitrite sensor protein NarX","1","1","1","1","2122","3","53","","1139","1139","1139","","JOIMIODL_02712","","","","","","",""
"degU_4","","Transcriptional regulatory protein DegU","1","1","1","1","2121","3","52","","671","671","671","","JOIMIODL_02713","","","","","","",""
"group_1854","drrA_2","Daunorubicin/doxorubicin resistance ATP-binding protein DrrA","1","1","1","1","2120","3","51","","905","905","905","","JOIMIODL_02714","","","","","","",""
"group_1855","","hypothetical protein","1","1","1","1","2119","3","50","","728","728","728","","JOIMIODL_02715","","","","","","",""
"group_1856","","hypothetical protein","1","1","1","1","2118","3","49","","752","752","752","","JOIMIODL_02716","","","","","","",""
"group_1857","","hypothetical protein","1","1","1","1","2117","3","48","","362","362","362","","JOIMIODL_02717","","","","","","",""
"rclR_1","","RCS-specific HTH-type transcriptional activator RclR","1","1","1","1","2116","3","47","","920","920","920","","JOIMIODL_02718","","","","","","",""
"adhR","","HTH-type transcriptional regulator AdhR","1","1","1","1","2115","3","46","","416","416","416","","JOIMIODL_02719","","","","","","",""
"hhaIM","","Modification methylase HhaI","1","1","1","1","2114","3","45","","1118","1118","1118","","JOIMIODL_02720","","","","","","",""
"group_1861","ydhP_2","Inner membrane transport protein YdhP","1","1","1","1","2113","3","44","","1244","1244","1244","","JOIMIODL_02721","","","","","","",""
"group_1862","fabG_8","3-oxoacyl-[acyl-carrier-protein] reductase FabG","1","1","1","1","2112","3","43","","785","785","785","","JOIMIODL_02722","","","","","","",""
"group_1863","nlhH_4","Carboxylesterase NlhH","1","1","1","1","2111","3","42","","779","779","779","","JOIMIODL_02723","","","","","","",""
"group_1864","","hypothetical protein","1","1","1","1","2110","3","41","","530","530","530","","JOIMIODL_02724","","","","","","",""
"group_1865","limB_3","Limonene 1,2-monooxygenase","1","1","1","1","2109","3","40","","914","914","914","","JOIMIODL_02725","","","","","","",""
"group_1866","","hypothetical protein","1","1","1","1","2108","3","39","","875","875","875","","JOIMIODL_02726","","","","","","",""
"group_1867","efpA","putative MFS-type transporter EfpA","1","1","1","1","2107","3","38","","1466","1466","1466","","JOIMIODL_02727","","","","","","",""
"rclR_2","","RCS-specific HTH-type transcriptional activator RclR","1","1","1","1","2106","3","37","","923","923","923","","JOIMIODL_02728","","","","","","",""
"group_1869","","hypothetical protein","1","1","1","1","2105","3","36","","1106","1106","1106","","JOIMIODL_02729","","","","","","",""
"group_187","","hypothetical protein","1","1","1","1","2676","582","1","","299","299","299","","","","","","DPNJBGPE_00772","","",""
"group_1870","","hypothetical protein","1","1","1","1","2104","3","35","","920","920","920","","JOIMIODL_02730","","","","","","",""
"group_1871","","hypothetical protein","1","1","1","1","2103","3","34","","917","917","917","","JOIMIODL_02731","","","","","","",""
"group_1872","","hypothetical protein","1","1","1","1","2102","3","33","","404","404","404","","JOIMIODL_02732","","","","","","",""
"group_1873","","hypothetical protein","1","1","1","1","2101","3","32","","872","872","872","","JOIMIODL_02733","","","","","","",""
"noc","","Nucleoid occlusion protein","1","1","1","1","2100","3","31","","1052","1052","1052","","JOIMIODL_02734","","","","","","",""
"group_1875","","hypothetical protein","1","1","1","1","2099","3","30","","638","638","638","","JOIMIODL_02735","","","","","","",""
"mepM_1","","Murein DD-endopeptidase MepM","1","1","1","1","2098","3","29","","1667","1667","1667","","JOIMIODL_02736","","","","","","",""
"group_1877","","hypothetical protein","1","1","1","1","2097","3","28","","266","266","266","","JOIMIODL_02737","","","","","","",""
"group_1878","","hypothetical protein","1","1","1","1","2096","3","27","","269","269","269","","JOIMIODL_02738","","","","","","",""
"group_1879","","hypothetical protein","1","1","1","1","2095","3","26","","1370","1370","1370","","JOIMIODL_02739","","","","","","",""
"group_1880","","hypothetical protein","1","1","1","1","2094","3","25","","1487","1487","1487","","JOIMIODL_02740","","","","","","",""
"group_1881","","hypothetical protein","1","1","1","46","1","297","1","Investigate","1310","1310","1310","","JOIMIODL_02741","","","","","","",""
"group_1889","","Putative prophage phiRv2 integrase","1","1","1","1","3579","271","1","","1121","1121","1121","","JOIMIODL_03068","","","","","","",""
"group_1890","","hypothetical protein","1","1","1","1","3578","271","2","","452","452","452","","JOIMIODL_03069","","","","","","",""
"group_1891","","hypothetical protein","1","1","1","1","3577","271","3","","209","209","209","","JOIMIODL_03070","","","","","","",""
"group_1892","","hypothetical protein","1","1","1","1","3576","271","9","","587","587","587","","JOIMIODL_03071","","","","","","",""
"group_1893","","hypothetical protein","1","1","1","1","3575","271","8","","1508","1508","1508","","JOIMIODL_03072","","","","","","",""
"group_1894","","hypothetical protein","1","1","1","1","3570","271","7","","734","734","734","","JOIMIODL_03073","","","","","","",""
"group_1895","","hypothetical protein","1","1","1","1","3571","271","6","","401","401","401","","JOIMIODL_03074","","","","","","",""
"group_1896","","hypothetical protein","1","1","1","1","3572","271","5","","164","164","164","","JOIMIODL_03075","","","","","","",""
"group_1897","","hypothetical protein","1","1","1","1","3573","271","4","","341","341","341","","JOIMIODL_03076","","","","","","",""
"group_1898","","hypothetical protein","1","1","1","1","670","263","4","","158","158","158","","JOIMIODL_03109","","","","","","",""
"group_1899","","hypothetical protein","1","1","1","1","669","263","5","","221","221","221","","JOIMIODL_03110","","","","","","",""
"group_1900","","hypothetical protein","1","1","1","1","668","263","6","","176","176","176","","JOIMIODL_03111","","","","","","",""
"group_1901","","hypothetical protein","1","1","1","1","667","263","7","","257","257","257","","JOIMIODL_03112","","","","","","",""
"group_1902","","hypothetical protein","1","1","1","1","666","263","8","","776","776","776","","JOIMIODL_03113","","","","","","",""
"group_1903","","hypothetical protein","1","1","1","1","665","263","9","","203","203","203","","JOIMIODL_03114","","","","","","",""
"group_1904","","hypothetical protein","1","1","1","1","664","263","10","","230","230","230","","JOIMIODL_03115","","","","","","",""
"group_1905","","hypothetical protein","1","1","1","1","663","263","11","","203","203","203","","JOIMIODL_03116","","","","","","",""
"group_1906","","hypothetical protein","1","1","1","1","662","263","12","","212","212","212","","JOIMIODL_03117","","","","","","",""
"group_1907","","hypothetical protein","1","1","1","1","661","263","13","","125","125","125","","JOIMIODL_03118","","","","","","",""
"group_1908","","hypothetical protein","1","1","1","1","660","263","14","","218","218","218","","JOIMIODL_03119","","","","","","",""
"group_1909","","hypothetical protein","1","1","1","1","659","263","15","","239","239","239","","JOIMIODL_03120","","","","","","",""
"group_1910","","hypothetical protein","1","1","1","1","658","263","16","","176","176","176","","JOIMIODL_03121","","","","","","",""
"group_1911","","hypothetical protein","1","1","1","1","657","263","17","","683","683","683","","JOIMIODL_03122","","","","","","",""
"group_1912","","hypothetical protein","1","1","1","1","656","263","18","","581","581","581","","JOIMIODL_03123","","","","","","",""
"ssb_2","","Single-stranded DNA-binding protein","1","1","1","1","655","263","19","","527","527","527","","JOIMIODL_03124","","","","","","",""
"recF_2","","DNA replication and repair protein RecF","1","1","1","1","654","263","20","","1169","1169","1169","","JOIMIODL_03125","","","","","","",""
"group_1915","","hypothetical protein","1","1","1","1","653","263","21","","305","305","305","","JOIMIODL_03126","","","","","","",""
"group_1916","","hypothetical protein","1","1","1","1","652","263","22","","101","101","101","","JOIMIODL_03127","","","","","","",""
"hindIIIM","","Modification methylase HindIII","1","1","1","1","651","263","23","","1283","1283","1283","","JOIMIODL_03128","","","","","","",""
"group_1918","","hypothetical protein","1","1","1","1","650","263","24","","293","293","293","","JOIMIODL_03129","","","","","","",""
"group_1919","","hypothetical protein","1","1","1","1","649","263","25","","542","542","542","","JOIMIODL_03130","","","","","","",""
"group_1920","","hypothetical protein","1","1","1","1","648","263","26","","170","170","170","","JOIMIODL_03131","","","","","","",""
"group_1921","","hypothetical protein","1","1","1","1","647","263","27","","314","314","314","","JOIMIODL_03132","","","","","","",""
"group_1922","","hypothetical protein","1","1","1","1","646","263","28","","623","623","623","","JOIMIODL_03133","","","","","","",""
"group_1923","","hypothetical protein","1","1","1","1","645","263","29","","608","608","608","","JOIMIODL_03134","","","","","","",""
"group_1924","","hypothetical protein","1","1","1","1","644","263","30","","134","134","134","","JOIMIODL_03135","","","","","","",""
"group_1925","","hypothetical protein","1","1","1","1","643","263","31","","125","125","125","","JOIMIODL_03136","","","","","","",""
"group_1926","","hypothetical protein","1","1","1","1","642","263","32","","524","524","524","","JOIMIODL_03137","","","","","","",""
"group_1927","","hypothetical protein","1","1","1","1","641","263","33","","938","938","938","","JOIMIODL_03138","","","","","","",""
"group_1928","","hypothetical protein","1","1","1","1","640","263","34","","512","512","512","","JOIMIODL_03139","","","","","","",""
"group_1929","","hypothetical protein","1","1","1","1","639","263","35","","230","230","230","","JOIMIODL_03140","","","","","","",""
"group_1930","","hypothetical protein","1","1","1","1","638","263","36","","266","266","266","","JOIMIODL_03141","","","","","","",""
"group_1931","","hypothetical protein","1","1","1","1","637","263","37","","455","455","455","","JOIMIODL_03142","","","","","","",""
"group_1932","","hypothetical protein","1","1","1","1","636","263","3","","389","389","389","","JOIMIODL_03143","","","","","","",""
"group_1933","","hypothetical protein","1","1","1","1","635","263","2","","668","668","668","","JOIMIODL_03144","","","","","","",""
"group_1934","","hypothetical protein","1","1","1","1","634","263","1","","149","149","149","","JOIMIODL_03145","","","","","","",""
"group_1936","Int-Tn","Transposase from transposon Tn916","1","1","1","1","615","7","43","","1178","1178","1178","","JOIMIODL_03231","","","","","","",""
"group_1937","","hypothetical protein","1","1","1","1","614","7","42","","146","146","146","","JOIMIODL_03232","","","","","","",""
"group_1938","","hypothetical protein","1","1","1","1","613","7","41","","308","308","308","","JOIMIODL_03233","","","","","","",""
"group_1939","","hypothetical protein","1","1","1","1","612","7","40","","920","920","920","","JOIMIODL_03234","","","","","","",""
"group_1940","","hypothetical protein","1","1","1","1","611","7","39","","269","269","269","","JOIMIODL_03235","","","","","","",""
"cwlH","","N-acetylmuramoyl-L-alanine amidase CwlH","1","1","1","1","610","7","38","","1094","1094","1094","","JOIMIODL_03236","","","","","","",""
"group_1942","","hypothetical protein","1","1","1","1","609","7","37","","209","209","209","","JOIMIODL_03237","","","","","","",""
"group_1943","","hypothetical protein","1","1","1","1","608","7","36","","2039","2039","2039","","JOIMIODL_03238","","","","","","",""
"group_1944","","hypothetical protein","1","1","1","1","607","7","35","","1085","1085","1085","","JOIMIODL_03239","","","","","","",""
"group_1945","","hypothetical protein","1","1","1","1","606","7","34","","980","980","980","","JOIMIODL_03240","","","","","","",""
"group_1946","","hypothetical protein","1","1","1","1","605","7","33","","863","863","863","","JOIMIODL_03241","","","","","","",""
"group_1947","","hypothetical protein","1","1","1","1","604","7","32","","3557","3557","3557","","JOIMIODL_03242","","","","","","",""
"group_1948","","hypothetical protein","1","1","1","1","603","7","31","","197","197","197","","JOIMIODL_03243","","","","","","",""
"group_1949","","hypothetical protein","1","1","1","1","602","7","30","","209","209","209","","JOIMIODL_03244","","","","","","",""
"group_1950","","hypothetical protein","1","1","1","1","601","7","29","","242","242","242","","JOIMIODL_03245","","","","","","",""
"group_1951","","hypothetical protein","1","1","1","1","600","7","28","","572","572","572","","JOIMIODL_03246","","","","","","",""
"group_1952","","hypothetical protein","1","1","1","1","599","7","27","","581","581","581","","JOIMIODL_03247","","","","","","",""
"group_1953","","hypothetical protein","1","1","1","1","598","7","26","","527","527","527","","JOIMIODL_03248","","","","","","",""
"group_1954","","hypothetical protein","1","1","1","1","597","7","25","","167","167","167","","JOIMIODL_03249","","","","","","",""
"group_1955","","hypothetical protein","1","1","1","1","596","7","24","","428","428","428","","JOIMIODL_03250","","","","","","",""
"group_1956","","hypothetical protein","1","1","1","1","595","7","23","","383","383","383","","JOIMIODL_03251","","","","","","",""
"group_1957","","hypothetical protein","1","1","1","1","594","7","22","","431","431","431","","JOIMIODL_03252","","","","","","",""
"group_1958","","hypothetical protein","1","1","1","1","593","7","21","","452","452","452","","JOIMIODL_03253","","","","","","",""
"group_1959","","hypothetical protein","1","1","1","1","592","7","20","","308","308","308","","JOIMIODL_03254","","","","","","",""
"group_1960","","hypothetical protein","1","1","1","1","591","7","19","","914","914","914","","JOIMIODL_03255","","","","","","",""
"group_1961","","hypothetical protein","1","1","1","1","590","7","18","","554","554","554","","JOIMIODL_03256","","","","","","",""
"group_1962","","hypothetical protein","1","1","1","1","589","7","17","","824","824","824","","JOIMIODL_03257","","","","","","",""
"group_1963","","hypothetical protein","1","1","1","1","588","7","16","","1334","1334","1334","","JOIMIODL_03258","","","","","","",""
"group_1964","","hypothetical protein","1","1","1","1","587","7","15","","1403","1403","1403","","JOIMIODL_03259","","","","","","",""
"group_1965","","hypothetical protein","1","1","1","35","3","276","3","","716","716","716","","JOIMIODL_03262","","","","","","",""
"group_1966","rspR_4","HTH-type transcriptional repressor RspR","1","1","1","35","5","276","5","","650","650","650","","JOIMIODL_03264","","","","","","",""
"group_1967","","hypothetical protein","1","1","1","35","6","276","6","","1235","1235","1235","","JOIMIODL_03265","","","","","","",""
"budC_2","","L-2,3-butanediol dehydrogenase","1","1","1","35","7","276","7","","782","782","782","","JOIMIODL_03266","","","","","","",""
"yjoB","","putative ATPase YjoB","1","1","1","1","2341","5","51","","1394","1394","1394","","JOIMIODL_03482","","","","","","",""
"group_1975","","hypothetical protein","1","1","1","1","2342","5","52","","773","773","773","","JOIMIODL_03483","","","","","","",""
"group_1976","","hypothetical protein","1","1","1","1","2343","5","53","","602","602","602","","JOIMIODL_03484","","","","","","",""
"cmtR_2","","HTH-type transcriptional regulator CmtR","1","1","1","1","2344","5","54","","359","359","359","","JOIMIODL_03485","","","","","","",""
"group_1978","hin_2","DNA-invertase hin","1","1","1","1","2345","5","55","","572","572","572","","JOIMIODL_03486","","","","","","",""
"group_1979","","hypothetical protein","1","1","1","1","2347","5","57","","2780","2780","2780","","JOIMIODL_03488","","","","","","",""
"group_1983","","hypothetical protein","1","1","1","1","2365","5","12","","944","944","944","","JOIMIODL_03493","","","","","","",""
"group_1984","soj_3","Chromosome-partitioning ATPase Soj","1","1","1","1","2357","5","11","","584","584","584","","JOIMIODL_03494","","","","","","",""
"group_1985","nucH","Thermonuclease","1","1","1","1","2356","5","9","","503","503","503","","JOIMIODL_03496","","","","","","",""
"group_1986","","hypothetical protein","1","1","1","1","2355","5","8","","464","464","464","","JOIMIODL_03497","","","","","","",""
"group_1987","","hypothetical protein","1","1","1","1","2354","5","7","","329","329","329","","JOIMIODL_03498","","","","","","",""
"group_1988","","hypothetical protein","1","1","1","44","1","301","1","Investigate","773","773","773","","JOIMIODL_03499","","","","","","",""
"group_1989","","hypothetical protein","1","1","1","5","23","31","1","","1532","1532","1532","","JOIMIODL_03513","","","","","","",""
"virD4_1","","Protein VirD4","1","1","1","5","24","31","2","","1862","1862","1862","","JOIMIODL_03514","","","","","","",""
"group_1991","","hypothetical protein","1","1","1","5","25","31","3","","743","743","743","","JOIMIODL_03515","","","","","","",""
"group_1992","","hypothetical protein","1","1","1","5","26","31","4","","2231","2231","2231","","JOIMIODL_03516","","","","","","",""
"lolD_2","","Lipoprotein-releasing system ATP-binding protein LolD","1","1","1","5","27","31","5","","677","677","677","","JOIMIODL_03517","","","","","","",""
"group_1994","","hypothetical protein","1","1","1","5","22","31","6","","362","362","362","","JOIMIODL_03518","","","","","","",""
"group_1995","","hypothetical protein","1","1","1","5","15","31","21","","689","689","689","","JOIMIODL_03521","","","","","","",""
"group_1996","","hypothetical protein","1","1","1","5","14","31","20","","395","395","395","","JOIMIODL_03522","","","","","","",""
"group_1997","","hypothetical protein","1","1","1","5","13","31","19","","311","311","311","","JOIMIODL_03523","","","","","","",""
"hin_4","","DNA-invertase hin","1","1","1","5","12","31","18","","587","587","587","","JOIMIODL_03524","","","","","","",""
"group_1999","","hypothetical protein","1","1","1","5","11","31","17","","824","824","824","","JOIMIODL_03525","","","","","","",""
"group_20","","hypothetical protein","1","1","1","13","2","85","6","","926","926","926","HAJKDPKL_03683","","","","","","","",""
"exuR","","putative HTH-type transcriptional repressor ExuR","1","1","1","1","3975","573","1","","320","320","320","","","","","","DPNJBGPE_01828","","",""
"group_2000","","hypothetical protein","1","1","1","5","10","31","16","","452","452","452","","JOIMIODL_03526","","","","","","",""
"group_2001","lsr2_2","Nucleoid-associated protein Lsr2","1","1","1","5","9","31","15","","320","320","320","","JOIMIODL_03527","","","","","","",""
"group_2002","","hypothetical protein","1","1","1","5","8","31","14","","1136","1136","1136","","JOIMIODL_03528","","","","","","",""
"hin_5","","DNA-invertase hin","1","1","1","5","7","31","13","","641","641","641","","JOIMIODL_03529","","","","","","",""
"group_2004","","hypothetical protein","1","1","1","5","6","31","12","","362","362","362","","JOIMIODL_03530","","","","","","",""
"group_2009","","hypothetical protein","1","1","1","48","1","298","1","Investigate","1412","1412","1412","","JOIMIODL_03542","","","","","","",""
"group_2010","","Insertion element IS6110 uncharacterized 12.0 kDa protein","1","1","1","41","4","285","1","","314","314","314","","JOIMIODL_03544","","","","","","",""
"recF_3","","DNA replication and repair protein RecF","1","1","1","41","3","285","4","","1721","1721","1721","","JOIMIODL_03545","","","","","","",""
